NHDES Facility ID,Facility Name,Address,Town,County,State,Sample ID,Date,Time,Sample Location Comments,Parameter/Analyte,Result,Units,Result Comments
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312001,4/24/2019,10:00 AM,DHS-WF1 ACROSS FRM ELEC RM 20,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312002,4/24/2019,10:00 AM,DHS-WF2 OUTSD WEIGHT RM 34,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312003,4/24/2019,10:00 AM,DHS-WF3 NXT TO STORAGE RM 46,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312004,4/24/2019,10:00 AM,DHS-S1 NEXT TO RM 19F,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312005,4/24/2019,10:00 AM,DHS-S2 CAFE NEXT TO SERVERY TABLE,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312006,4/24/2019,10:00 AM,DHS-S3 CAFE NEXT TO DISHWASHER,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312007,4/24/2019,10:00 AM,DHS-WF4 NEXT TO RESTRM 104A,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312008,4/24/2019,10:00 AM,DHS-WF5 ACROSS FROM RM 125,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312009,4/24/2019,10:00 AM,DHS-WF6 ACROSS FROM RM 138B,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312010,4/24/2019,10:00 AM,DHS-S4 BREAKROOM 100E,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312011,4/24/2019,10:00 AM,DHS-S5 BREAKROOM 139B,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312012,4/24/2019,10:00 AM,DHS-S6 RM 116,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312013,4/24/2019,10:00 AM,DHS-SR RM 107A,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312014,4/24/2019,10:00 AM,DHS-S8 CUL ARTS RM 105 LF OF DISHWASH,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312015,4/24/2019,10:00 AM,DHS-S9 CUL ARTS RM 105 RT OF DISHWASH,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312016,4/24/2019,10:00 AM,DHS-WF7 NEXT TO RM 228,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312017,4/24/2019,10:00 AM,DHS-WF8 NEXT TO RM 250,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312018,4/24/2019,10:00 AM,DHS-S10 STAFF DINING ROOM 204,LEAD,ND,UG/L (PPB),
SCH-20455,DOVER SENIOR HIGH SCHOOL,25 ALUMNI DR.,DOVER,STRAFFORD,NH,B902312019,4/24/2019,10:00 AM,DHS-WF9 ANIMAL SCIENCE BLDG,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-001,4/6/2019,11:21 AM,KITCHEN FOOD PREP SINK,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-002,4/6/2019,11:17 AM,SCHOOL AGE RM.,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-003,4/6/2019,11:15 AM,INFANT RM.,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-004,4/6/2019,11:12 AM,WEEBLERS RM.,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-005,4/6/2019,11:10 AM,WADDLER RM.,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-006,4/6/2019,11:19 AM,3+4 YEAR OLD RM.,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-007,4/6/2019,11:23 AM,INFANT RM. 2,LEAD,ND,UG/L (PPB),
CB-05173,DOVER CHILDREN'S CENTER,43 BACK RIVER ROAD,DOVER,STRAFFORD,NH,48076-008,4/6/2019,11:25 AM,HS BACK RM.,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P1,4/2/2019,5:57 AM,3RD FLOOR HMO SINK,LEAD,17.0000,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P10,4/2/2019,6:15 AM,PCAP BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P11,4/2/2019,6:19 AM,ELEVATOR BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P12,4/2/2019,6:22 AM,MPR BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P13,4/2/2019,6:33 AM,BUILD. #1 NURSES SINK,LEAD,5.0000,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P14,4/2/2019,6:34 AM,BUILD. #1 1ST FL. BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P15,4/2/2019,6:36 AM,BUILD. #1 2ND FL. BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P16,4/2/2019,6:27 AM,BUILD. #2 TEACHER LOUNGE,LEAD,11.0000,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P17,4/2/2019,6:26 AM,BUILD. #2 1ST FL. BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P18,4/2/2019,6:29 AM,BUILD. #2 2ND FL. BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P2,4/2/2019,5:59 AM,GYM WATER BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P3,4/2/2019,6:03 AM,BOOSTER KITCHEN,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P4,4/2/2019,6:05 AM,3RD GRADE BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P5,4/2/2019,6:07 AM,LOBBY BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P6,4/2/2019,6:08 AM,VOLUNTEER KITCHEN,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P7,4/2/2019,6:09 AM,JR. HIGH BUBBLER,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P8,4/2/2019,6:11 AM,NURSES SINK BLG. 3,LEAD,ND,UG/L (PPB),
SCH-22540,PORTSMOUTH CHRISTIAN ACADEMY,20 SEABORNE DR.,DOVER,STRAFFORD,NH,S04029P9,4/2/2019,6:14 AM,PCAP KITCHEN,LEAD,ND,UG/L (PPB),
CB-05889,HONEY HILL CHILD CARE,57 CENTRAL AVENUE,DOVER,STRAFFORD,NH,47784-001,3/11/2019,6:30 AM,KITCHEN,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.01,3/2/2019,8:00 AM,1 FRONT INFANTS ROOM-DISHWASHING SINK,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.02,3/2/2019,8:00 AM,2 BACK INFANTS ROOM-DISHWASHING SINK,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.03,3/2/2019,8:00 AM,3 FRONT TWOS ROOM-DISHWASHING SINK-LEFT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.04,3/2/2019,8:00 AM,4 FRONT TWOS ROOM-DISHWASHING SINK-RIGHT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.05,3/2/2019,8:00 AM,5 BACK TWOS ROOM-DISHWASHING SINK-LEFT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.06,3/2/2019,8:00 AM,6 BACK TWOS ROOM-DISHWASHING SINK-RIGHT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.07,3/2/2019,8:00 AM,7 FRONT TWOS ROOM-HANDWASHING SINK,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.08,3/2/2019,8:00 AM,8 BACK TWOS ROOM-HANDWASHING SINK,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.09,3/2/2019,8:00 AM,9 PRE-PRIMARY ROOM-DISHWASHING SINK-LEFT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.1,3/2/2019,8:00 AM,10 PRE-PRIMARY ROOM-DISHWASHING SINK-RIGHT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.11,3/2/2019,8:00 AM,11 PRE-PRIMARY ROOM-HANDWASHING SINK-LEFT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.12,3/2/2019,8:00 AM,12 PRE-PRIMARY ROOM- HANDWASHING SINK-RIGHT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.13,3/2/2019,8:00 AM,13 PRIMARY ROOM-DISHWASHING SINK-LEFT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.14,3/2/2019,8:00 AM,14 PRIMARY ROOM-DISHWASHING SINK-RIGHT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.15,3/2/2019,8:00 AM,15 PRIMARY ROOM-HANDWASHING SINK-LEFT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.16,3/2/2019,8:00 AM,16 PRIMARY ROOM-HANDWASHING SINK-RIGHT,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.17,3/2/2019,8:00 AM,17 KITCHEN-BIRCHES,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.18,3/2/2019,8:00 AM,18 KITCHEN-OAKS,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.19,3/2/2019,8:00 AM,19 ADULT BATHROOM-BIRCHES,LEAD,ND,UG/L (PPB),
CB-06821,LITTLE TREE EDUCATION,383 SIXTH STREET,DOVER,STRAFFORD,NH,192536.2,3/2/2019,8:00 AM,20 ADULT BATHROOM-OAKS,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L1,2/27/2019,9:00 AM,BATHROOM 3,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L10,2/27/2019,9:30 AM,WATER FOUNTAIN 1,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L11,2/27/2019,10:00 AM,WATER FOUNTAIN 2,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L12,2/27/2019,10:00 AM,WATER FOUNTAIN 3,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L13,2/27/2019,10:00 AM,2ND FLOOR STAINLESS STEEL SINK,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L14,2/27/2019,10:00 AM,HANNAHS SINK 1,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L15,2/27/2019,10:00 AM,HANNAHS SINK 2,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L16,2/27/2019,10:00 AM,BATHROOM 8 SINK 2,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L17,2/27/2019,10:00 AM,BATHROOM 5 SINK 2,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L2,2/27/2019,9:00 AM,BATHROOM 4,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L3,2/27/2019,9:00 AM,BATHROOM 5 SINK 1,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L4,2/27/2019,9:00 AM,BATHROOM 6,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L5,2/27/2019,9:00 AM,BATHROOM 7,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L6,2/27/2019,9:30 AM,BATHROOM 8 SINK 1,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L7,2/27/2019,9:30 AM,BATHROOM 9,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L8,2/27/2019,9:30 AM,BATHROOM 10,LEAD,ND,UG/L (PPB),
SCH-28400,SEACOAST CHARTER SCHOOL,171 WATSON ROAD,DOVER,STRAFFORD,NH,S02279L9,2/27/2019,9:30 AM,KITCHEN,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.01,9/28/2018,7:30 AM,STA-01,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.02,9/28/2018,7:30 AM,STA-02,LEAD,2.5000,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.03,9/28/2018,7:30 AM,STA-03,LEAD,4.7000,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.04,9/28/2018,7:30 AM,STA-04,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.05,9/28/2018,7:30 AM,STA-05,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.06,9/28/2018,7:30 AM,STA-06,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.07,9/28/2018,7:30 AM,STA-07,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.08,9/28/2018,7:30 AM,STA-08,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.09,9/28/2018,7:30 AM,STA-09,LEAD,ND,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.1,9/28/2018,7:30 AM,STA-10,LEAD,1.2000,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.11,9/28/2018,7:30 AM,STA-11,LEAD,2.0000,UG/L (PPB),
SCH-20450,ST. THOMAS AQUINAS HIGH SCHOOL,197 DOVER POINT RD.,DOVER,STRAFFORD,NH,187175.12,9/28/2018,7:30 AM,STA-12,LEAD,1.1000,UG/L (PPB),
CB-05229,MISS PATTY'S CHILD CARE CENTER,49 PISCATAQUA ROAD,DOVER,STRAFFORD,NH,S06297Y1,6/27/2017,10:45 AM,DOWNSTAIRS BATHROOM,LEAD,ND,UG/L (PPB),PWS LCR DATA
CB-05229,MISS PATTY'S CHILD CARE CENTER,49 PISCATAQUA ROAD,DOVER,STRAFFORD,NH,S06297Y2,6/27/2017,10:45 AM,UTILITY SINK,LEAD,ND,UG/L (PPB),PWS LCR DATA
CB-05229,MISS PATTY'S CHILD CARE CENTER,49 PISCATAQUA ROAD,DOVER,STRAFFORD,NH,S06297Y3,6/27/2017,10:45 AM,HOUSE BATHROOM,LEAD,ND,UG/L (PPB),PWS LCR DATA
CB-05229,MISS PATTY'S CHILD CARE CENTER,49 PISCATAQUA ROAD,DOVER,STRAFFORD,NH,S06297Y4,6/27/2017,10:45 AM,KITCHEN,LEAD,ND,UG/L (PPB),PWS LCR DATA
CB-05229,MISS PATTY'S CHILD CARE CENTER,49 PISCATAQUA ROAD,DOVER,STRAFFORD,NH,S06297Y5,6/27/2017,10:45 AM,KITCHEN SINK /SAMPLE 2,LEAD,ND,UG/L (PPB),PWS LCR DATA
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-001,6/20/2019,11:55 AM,OFFICE BR SINK,LEAD,13.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-002,6/20/2019,11:56 AM,TEACHERS RM SNK,LEAD,3.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-003,6/20/2019,11:50 AM,RM 133 SINK,LEAD,10.00,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-004,6/20/2019,11:48 AM,RM 132 SNK,LEAD,18.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-005,6/20/2019,11:47 AM,RM 131 SNK,LEAD,18.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-006,6/20/2019,11:46 AM,RM 129 SNK,LEAD,7.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-007,6/20/2019,11:48 AM,RM 128 SNK,LEAD,13.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-008,6/20/2019,11:55 AM,RM 125 SNK,LEAD,20.00,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-009,6/20/2019,11:52 AM,RM 123 SNK,LEAD,6.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-010,6/20/2019,11:48 AM,RM 119 SNK BY DISHWASHER,LEAD,4.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-011,6/20/2019,11:51 AM,RM 119 SNK LFT BACK WALL,LEAD,12.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-012,6/20/2019,11:50 AM,RM 119 SNK RGT BACK WALL,LEAD,12.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-013,6/20/2019,11:50 AM,WF LFT SIDE,LEAD,ND,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-014,6/20/2019,11:53 AM,WF RGT SIDE,LEAD,ND,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-015,6/20/2019,11:53 AM,BOYS BR LFT SNK,LEAD,5.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-016,6/20/2019,11:56 AM,BOYS BR RGT SNK,LEAD,3.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-017,6/20/2019,11:56 AM,RM 121 SNK,LEAD,5.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-018,6/20/2019,11:57 AM,GIRLS BR LFT SNK,LEAD,4.0000,UG/L (PPB),
SCH-22230,DUBLIN CONSOLIDATED SCHOOL,MAIN ST. RTE. 101,DUBLIN,CHESHIRE,NH,19060197-019,6/20/2019,11:57 AM,GIRLS BR RGT SNK,LEAD,5.0000,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-012,4/20/2019,6:30 AM,HEAD'S HOUSE KITCH SNK,LEAD,ND,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-004,4/19/2019,1:57 PM,BUNGALOW KTCH SNK,LEAD,ND,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-005,4/19/2019,2:17 PM,CORNER HOUSE APT KTCH SNK,LEAD,ND,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-009,4/19/2019,10:30 AM,GATE HOUSE KITCH SNK,LEAD,3.0000,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-010,4/19/2019,7:00 AM,GILLESPIE HALL 1ST FL BUB,LEAD,ND,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-014,4/19/2019,2:13 PM,HILL HOUSE APT KTCH SNK,LEAD,ND,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-016,4/19/2019,6:15 AM,HOYT HORNER DORM UP APT KTCH SNK,LEAD,ND,UG/L (PPB),
SCH-22240,DUBLIN SCHOOL,PO BOX 522,DUBLIN,CHESHIRE,NH,19040355-017,4/19/2019,2:05 PM,HOYT HORNER DORM DWN APT KTCH SNK,LEAD,ND,UG/L (PPB),
