"B25050_001E","B25050_001M","B25050_002E","B25050_002M","B25050_003E","B25050_003M","B25050_004E","B25050_004M","B25050_005E","B25050_005M","B25050_006E","B25050_006M","B25050_007E","B25050_007M","B25050_008E","B25050_008M","B25050_009E","B25050_009M","B25050_010E","B25050_010M","B25050_011E","B25050_011M","B25050_012E","B25050_012M","B25050_013E","B25050_013M","B25050_014E","B25050_014M","B25050_015E","B25050_015M","B25050_016E","B25050_016M","B25050_017E","B25050_017M","B25050_018E","B25050_018M","B25050_019E","B25050_019M","GEO_ID","NAME"
"2331","136","2310","140","2310","140","2025","175","92","67","193","94","0","16","0","16","0","16","0","16","21","33","21","33","21","33","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011002902","Census Tract 29.02, Hillsborough County, New Hampshire"
"2592","90","2542","109","2542","109","2476","119","14","23","52","43","0","16","0","16","0","16","0","16","50","74","50","74","50","74","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011002903","Census Tract 29.03, Hillsborough County, New Hampshire"
"2064","81","2064","81","2018","95","1884","105","57","43","77","47","46","58","46","58","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011010100","Census Tract 101, Hillsborough County, New Hampshire"
"3227","96","3227","96","3185","121","3171","123","0","16","14","23","42","65","42","65","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011010200","Census Tract 102, Hillsborough County, New Hampshire"
"1940","51","1940","51","1929","53","1885","55","18","21","26","23","11","16","11","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011010301","Census Tract 103.01, Hillsborough County, New Hampshire"
"1810","90","1804","91","1780","95","1748","95","25","22","7","13","24","24","24","24","0","11","0","11","6","9","6","9","6","9","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011010302","Census Tract 103.02, Hillsborough County, New Hampshire"
"2056","86","2056","86","1937","151","934","166","111","86","892","213","119","121","98","123","0","16","21","29","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011010400","Census Tract 104, Hillsborough County, New Hampshire"
"1764","137","1764","137","1667","152","419","108","44","33","1204","147","97","84","0","11","0","11","97","84","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011010500","Census Tract 105, Hillsborough County, New Hampshire"
"2501","150","2501","150","2371","190","952","206","245","117","1174","242","130","107","88","97","0","16","42","61","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011010600","Census Tract 106, Hillsborough County, New Hampshire"
"878","59","841","62","809","63","397","69","34","24","378","62","32","42","8","19","0","11","24","36","37","32","37","32","5","7","6","9","26","27","0","11","0","11","0","11","0","11","1400000US33011010700","Census Tract 107, Hillsborough County, New Hampshire"
"2997","160","2983","159","2745","226","1072","245","241","123","1432","241","238","158","55","62","0","16","183","152","14","25","14","25","0","16","0","16","14","25","0","16","0","16","0","16","0","16","1400000US33011010800","Census Tract 108, Hillsborough County, New Hampshire"
"2287","124","2287","124","2199","148","1540","213","144","92","515","170","88","75","73","71","15","25","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011010900","Census Tract 109, Hillsborough County, New Hampshire"
"1772","65","1772","65","1751","68","1206","144","244","95","301","91","21","23","10","16","0","11","11","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011011000","Census Tract 110, Hillsborough County, New Hampshire"
"1770","89","1770","89","1740","91","1732","92","8","13","0","11","30","27","30","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011011101","Census Tract 111.01, Hillsborough County, New Hampshire"
"1817","97","1817","97","1678","111","1678","111","0","11","0","11","139","72","139","72","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011011102","Census Tract 111.02, Hillsborough County, New Hampshire"
"2985","121","2985","121","2978","121","2905","148","44","67","29","33","7","10","7","10","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011011200","Census Tract 112, Hillsborough County, New Hampshire"
"1482","56","1482","56","1461","61","1437","63","9","13","15","22","21","24","21","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011011300","Census Tract 113, Hillsborough County, New Hampshire"
"2199","87","2199","87","2175","93","2094","121","15","25","66","81","24","31","24","31","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011011401","Census Tract 114.01, Hillsborough County, New Hampshire"
"1909","62","1909","62","1898","61","1832","72","30","25","36","31","11","17","11","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011011402","Census Tract 114.02, Hillsborough County, New Hampshire"
"1076","45","1076","45","1071","47","1053","47","9","14","9","13","5","8","5","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011011500","Census Tract 115, Hillsborough County, New Hampshire"
"3101","130","3101","130","3084","134","2985","182","0","16","99","93","17","29","17","29","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011012100","Census Tract 121, Hillsborough County, New Hampshire"
"3008","148","2994","150","2956","159","2355","224","136","99","465","155","38","38","38","38","0","16","0","16","14","26","14","26","14","26","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011012200","Census Tract 122, Hillsborough County, New Hampshire"
"3105","143","3105","143","3105","143","2881","178","70","50","154","124","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011012300","Census Tract 123, Hillsborough County, New Hampshire"
"3060","117","3044","118","3044","118","2982","123","16","25","46","54","0","16","0","16","0","16","0","16","16","25","16","25","16","25","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011013100","Census Tract 131, Hillsborough County, New Hampshire"
"2820","97","2820","97","2800","94","2619","154","37","43","144","117","20","33","20","33","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011014100","Census Tract 141, Hillsborough County, New Hampshire"
"2075","62","2067","62","2043","76","1931","98","11","20","101","63","24","36","24","36","0","16","0","16","8","12","8","12","0","16","0","16","8","12","0","16","0","16","0","16","0","16","1400000US33011014201","Census Tract 142.01, Hillsborough County, New Hampshire"
"2276","90","2250","88","2250","88","2188","96","46","69","16","25","0","16","0","16","0","16","0","16","26","32","26","32","26","32","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011014202","Census Tract 142.02, Hillsborough County, New Hampshire"
"2822","69","2822","69","2803","70","2630","115","101","60","72","69","19","33","19","33","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011014300","Census Tract 143, Hillsborough County, New Hampshire"
"1925","92","1925","92","1925","92","1603","129","30","27","292","92","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011015100","Census Tract 151, Hillsborough County, New Hampshire"
"2204","105","2204","105","2204","105","2030","133","53","50","121","74","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011015200","Census Tract 152, Hillsborough County, New Hampshire"
"1301","79","1301","79","1251","94","814","99","33","30","404","98","50","43","50","43","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011016100","Census Tract 161, Hillsborough County, New Hampshire"
"3115","184","3115","184","3069","201","2355","235","148","120","566","167","46","59","46","59","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011016201","Census Tract 162.01, Hillsborough County, New Hampshire"
"1900","95","1900","95","1900","95","1762","104","28","25","110","59","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011016202","Census Tract 162.02, Hillsborough County, New Hampshire"
"2968","131","2930","133","2930","133","2530","231","15","24","385","178","0","16","0","16","0","16","0","16","38","32","38","32","19","30","0","16","19","31","0","16","0","16","0","16","0","16","1400000US33011017100","Census Tract 171, Hillsborough County, New Hampshire"
"1736","70","1727","70","1715","72","1551","83","26","23","138","47","12","19","12","19","0","16","0","16","9","14","9","14","0","16","0","16","9","14","0","16","0","16","0","16","0","16","1400000US33011018000","Census Tract 180, Hillsborough County, New Hampshire"
"872","77","872","77","862","82","563","90","13","13","286","86","10","12","10","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011018501","Census Tract 185.01, Hillsborough County, New Hampshire"
"599","38","599","38","599","38","490","43","7","7","102","29","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011018502","Census Tract 185.02, Hillsborough County, New Hampshire"
"1586","112","1569","104","1541","115","892","125","65","70","584","125","28","24","0","11","0","11","28","24","17","27","17","27","0","11","0","11","17","27","0","11","0","11","0","11","0","11","1400000US33011019000","Census Tract 190, Hillsborough County, New Hampshire"
"687","55","683","55","677","56","498","55","4","6","175","49","6","6","2","3","0","11","4","5","4","5","4","5","4","5","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011019501","Census Tract 195.01, Hillsborough County, New Hampshire"
"909","55","909","55","889","63","762","76","11","12","116","47","20","20","15","19","5","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011019502","Census Tract 195.02, Hillsborough County, New Hampshire"
"1964","120","1964","120","1944","129","1813","129","9","16","122","63","20","24","20","24","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011020000","Census Tract 200, Hillsborough County, New Hampshire"
"3129","158","3067","169","3027","174","2537","215","66","76","424","151","40","43","40","43","0","16","0","16","62","80","62","80","62","80","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011021000","Census Tract 210, Hillsborough County, New Hampshire"
"2020","97","2014","98","1983","99","1546","90","50","34","387","50","31","18","31","18","0","11","0","11","6","8","6","8","6","8","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011021500","Census Tract 215, Hillsborough County, New Hampshire"
"696","51","696","51","688","53","546","59","7","8","135","34","8","9","8","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011022000","Census Tract 220, Hillsborough County, New Hampshire"
"2533","144","2512","140","2470","153","1974","165","67","52","429","104","42","37","17","22","0","16","25","33","21","27","21","27","4","6","0","16","17","27","0","16","0","16","0","16","0","16","1400000US33011022500","Census Tract 225, Hillsborough County, New Hampshire"
"3019","244","3005","245","2990","240","2225","302","53","48","712","177","15","25","15","25","0","16","0","16","14","24","14","24","14","24","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011023000","Census Tract 230, Hillsborough County, New Hampshire"
"781","55","781","55","771","56","484","56","32","13","255","50","10","11","0","11","0","11","10","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011024000","Census Tract 240, Hillsborough County, New Hampshire"
"993","87","987","86","987","86","728","84","44","29","215","51","0","11","0","11","0","11","0","11","6","9","6","9","6","9","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011025000","Census Tract 250, Hillsborough County, New Hampshire"
"2400","201","2398","201","2351","203","1738","209","4","6","609","207","47","72","47","72","0","16","0","16","2","3","2","3","2","3","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011025500","Census Tract 255, Hillsborough County, New Hampshire"
"1707","96","1698","97","1688","98","1623","102","8","14","57","39","10","16","10","16","0","11","0","11","9","16","9","16","9","16","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011200100","Census Tract 2001, Hillsborough County, New Hampshire"
"1577","118","1577","118","1562","123","1446","136","73","63","43","26","15","22","15","22","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011200200","Census Tract 2002, Hillsborough County, New Hampshire"
"1548","106","1548","106","1528","106","1423","110","20","24","85","54","20","21","8","13","12","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011200300","Census Tract 2003, Hillsborough County, New Hampshire"
"1789","129","1752","137","1738","137","682","123","36","32","1020","182","14","22","0","11","0","11","14","22","37","33","37","33","0","11","0","11","37","33","0","11","0","11","0","11","0","11","1400000US33011200400","Census Tract 2004, Hillsborough County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011980101","Census Tract 9801.01, Hillsborough County, New Hampshire"
"1481","76","1481","76","1452","81","1293","96","10","15","149","57","29","26","29","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013003001","Census Tract 30.01, Merrimack County, New Hampshire"
"1311","78","1311","78","1283","84","1121","99","38","29","124","56","28","31","28","31","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013003006","Census Tract 30.06, Merrimack County, New Hampshire"
"1788","107","1788","107","1742","115","1384","134","134","93","224","95","46","34","34","29","12","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013003100","Census Tract 31, Merrimack County, New Hampshire"
"2690","164","2690","164","2650","169","1864","198","81","62","705","197","40","33","0","16","0","16","40","33","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33013003200","Census Tract 32, Merrimack County, New Hampshire"
"938","45","938","45","938","45","871","47","4","7","63","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013030000","Census Tract 300, Merrimack County, New Hampshire"
"1349","68","1349","68","1349","68","1119","83","49","48","181","55","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013031001","Census Tract 310.01, Merrimack County, New Hampshire"
"1366","78","1366","78","1346","84","1284","101","9","14","53","42","20","28","20","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013031002","Census Tract 310.02, Merrimack County, New Hampshire"
"1454","75","1454","75","1446","76","727","105","117","52","602","99","8","12","0","11","8","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032100","Census Tract 321, Merrimack County, New Hampshire"
"1262","97","1235","101","1226","105","330","100","80","60","816","97","9","16","0","11","0","11","9","16","27","42","27","42","0","11","0","11","27","42","0","11","0","11","0","11","0","11","1400000US33013032200","Census Tract 322, Merrimack County, New Hampshire"
"860","75","860","75","855","76","125","48","32","20","698","77","5","8","5","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032300","Census Tract 323, Merrimack County, New Hampshire"
"1644","95","1618","104","1614","103","531","114","64","46","1019","123","4","7","4","7","0","11","0","11","26","27","26","27","0","11","0","11","26","27","0","11","0","11","0","11","0","11","1400000US33013032400","Census Tract 324, Merrimack County, New Hampshire"
"1323","101","1323","101","1323","101","687","145","64","42","572","116","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032500","Census Tract 325, Merrimack County, New Hampshire"
"954","86","945","86","925","95","397","70","52","38","476","91","20","24","0","11","0","11","20","24","9","18","9","18","9","18","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032600","Census Tract 326, Merrimack County, New Hampshire"
"544","58","544","58","544","58","390","60","13","12","141","44","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032701","Census Tract 327.01, Merrimack County, New Hampshire"
"1525","74","1510","77","1407","109","1070","108","33","26","304","69","103","76","103","76","0","11","0","11","15","22","15","22","15","22","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032706","Census Tract 327.06, Merrimack County, New Hampshire"
"1980","142","1980","142","1980","142","1791","153","14","24","175","78","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33013032800","Census Tract 328, Merrimack County, New Hampshire"
"2237","129","2237","129","2143","165","2014","195","48","53","81","63","94","80","94","80","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032900","Census Tract 329, Merrimack County, New Hampshire"
"969","55","969","55","959","56","772","68","17","14","170","47","10","14","10","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013033000","Census Tract 330, Merrimack County, New Hampshire"
"1787","124","1787","124","1728","134","1510","135","8","13","210","91","59","37","53","35","0","11","6","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013034000","Census Tract 340, Merrimack County, New Hampshire"
"1675","159","1675","159","1651","165","890","139","93","60","668","140","24","28","15","25","0","11","9","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013035000","Census Tract 350, Merrimack County, New Hampshire"
"2050","174","2050","174","2039","177","1661","243","12","19","366","136","11","17","11","17","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33013036000","Census Tract 360, Merrimack County, New Hampshire"
"970","60","970","60","970","60","741","76","25","22","204","58","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013037000","Census Tract 370, Merrimack County, New Hampshire"
"1374","112","1374","112","1317","121","996","170","21","23","300","117","57","39","57","39","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013038000","Census Tract 380, Merrimack County, New Hampshire"
"1904","129","1861","129","1858","129","1426","137","21","14","411","70","3","4","3","4","0","11","0","11","43","35","43","35","36","34","0","11","7","7","0","11","0","11","0","11","0","11","1400000US33013038500","Census Tract 385, Merrimack County, New Hampshire"
"2193","126","2193","126","2185","128","1604","173","12","19","569","161","8","19","0","16","0","16","8","19","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33013039000","Census Tract 390, Merrimack County, New Hampshire"
"1805","127","1805","127","1753","148","1251","184","18","19","484","128","52","48","45","46","0","11","7","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013040000","Census Tract 400, Merrimack County, New Hampshire"
"2326","98","2317","99","2283","109","1801","109","20","13","462","80","34","27","16","16","0","16","18","22","9","9","9","9","0","16","0","16","9","9","0","16","0","16","0","16","0","16","1400000US33013040500","Census Tract 405, Merrimack County, New Hampshire"
"1551","161","1537","163","1537","163","1147","160","79","47","311","87","0","11","0","11","0","11","0","11","14","22","14","22","0","11","14","22","0","11","0","11","0","11","0","11","0","11","1400000US33013041000","Census Tract 410, Merrimack County, New Hampshire"
"1558","82","1539","85","1507","84","1107","101","105","41","295","59","32","23","24","22","0","11","8","7","19","20","19","20","19","20","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013041500","Census Tract 415, Merrimack County, New Hampshire"
"1608","71","1605","72","1581","78","1032","98","23","15","526","97","24","22","19","20","0","11","5","9","3","5","3","5","3","5","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013042500","Census Tract 425, Merrimack County, New Hampshire"
"1841","146","1832","146","1822","146","890","166","131","85","801","146","10","16","0","11","0","11","10","16","9","14","9","14","9","14","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013043001","Census Tract 430.01, Merrimack County, New Hampshire"
"2068","163","2059","164","2031","169","1245","179","111","62","675","149","28","30","28","30","0","11","0","11","9","14","9","14","9","14","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013043002","Census Tract 430.02, Merrimack County, New Hampshire"
"1860","118","1843","118","1789","143","1390","152","73","72","326","91","54","43","54","43","0","11","0","11","17","18","17","18","9","13","8","13","0","11","0","11","0","11","0","11","0","11","1400000US33013044000","Census Tract 440, Merrimack County, New Hampshire"
"1722","95","1697","98","1635","113","1433","122","64","40","138","60","62","70","62","70","0","11","0","11","25","39","25","39","25","39","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013044100","Census Tract 441, Merrimack County, New Hampshire"
"2460","124","2460","124","2442","134","2263","145","0","16","179","89","18","28","18","28","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33013044200","Census Tract 442, Merrimack County, New Hampshire"
"2025","89","2025","89","1990","98","1744","115","59","38","187","81","35","32","35","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013044300","Census Tract 443, Merrimack County, New Hampshire"
"1557","78","1557","78","1557","78","1243","109","42","30","272","95","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015003301","Census Tract 33.01, Rockingham County, New Hampshire"
"1816","110","1816","110","1720","116","1655","121","30","45","35","41","96","58","96","58","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015003302","Census Tract 33.02, Rockingham County, New Hampshire"
"2380","139","2380","139","2357","142","1805","214","20","33","532","164","23","28","23","28","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015003400","Census Tract 34, Rockingham County, New Hampshire"
"2548","187","2486","194","2398","214","1784","231","97","66","517","157","88","66","57","53","0","16","31","46","62","96","62","96","0","16","0","16","62","96","0","16","0","16","0","16","0","16","1400000US33015003500","Census Tract 35, Rockingham County, New Hampshire"
"2435","147","2435","147","2370","164","2131","196","48","45","191","145","65","83","65","83","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015003601","Census Tract 36.01, Rockingham County, New Hampshire"
"2005","92","2005","92","1921","106","1821","114","33","30","67","50","84","88","84","88","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015003602","Census Tract 36.02, Rockingham County, New Hampshire"
"1536","79","1536","79","1507","81","1399","99","22","23","86","53","29","45","29","45","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015003701","Census Tract 37.01, Rockingham County, New Hampshire"
"2137","114","2137","114","2129","116","2015","123","25","31","89","58","8","12","0","16","8","12","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015003703","Census Tract 37.03, Rockingham County, New Hampshire"
"1325","50","1325","50","1308","60","1263","68","0","11","45","35","17","25","17","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015003801","Census Tract 38.01, Rockingham County, New Hampshire"
"1449","61","1449","61","1444","62","1433","62","0","11","11","17","5","7","5","7","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015003802","Census Tract 38.02, Rockingham County, New Hampshire"
"1712","85","1699","91","1687","90","1675","96","0","11","12","19","12","19","12","19","0","11","0","11","13","22","13","22","13","22","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015003901","Census Tract 39.01, Rockingham County, New Hampshire"
"1179","49","1179","49","1179","49","1060","67","44","46","75","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015003902","Census Tract 39.02, Rockingham County, New Hampshire"
"1973","91","1973","91","1973","91","1649","106","51","32","273","91","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015004000","Census Tract 40, Rockingham County, New Hampshire"
"1537","80","1517","86","1517","86","1191","101","59","60","267","91","0","11","0","11","0","11","0","11","20","30","20","30","0","11","0","11","20","30","0","11","0","11","0","11","0","11","1400000US33015050000","Census Tract 500, Rockingham County, New Hampshire"
"1687","101","1687","101","1687","101","1450","128","11","18","226","77","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015051000","Census Tract 510, Rockingham County, New Hampshire"
"2229","137","2229","137","2165","166","2009","181","18","31","138","73","64","55","64","55","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015052000","Census Tract 520, Rockingham County, New Hampshire"
"1685","93","1680","92","1668","93","1556","101","0","11","112","42","12","21","12","21","0","11","0","11","5","10","5","10","5","10","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015053000","Census Tract 530, Rockingham County, New Hampshire"
"1764","77","1764","77","1764","77","1476","100","45","33","243","83","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015054000","Census Tract 540, Rockingham County, New Hampshire"
"2261","133","2248","135","2145","196","2131","197","0","16","14","24","103","94","103","94","0","16","0","16","13","22","13","22","13","22","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015055001","Census Tract 550.01, Rockingham County, New Hampshire"
"1851","130","1811","139","1781","144","1485","155","59","38","237","106","30","32","22","27","0","11","8","15","40","60","40","60","0","11","0","11","40","60","0","11","0","11","0","11","0","11","1400000US33015055002","Census Tract 550.02, Rockingham County, New Hampshire"
"1653","86","1641","88","1621","95","1229","115","9","13","383","105","20","21","14","17","0","11","6","11","12","18","12","18","12","18","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015056000","Census Tract 560, Rockingham County, New Hampshire"
"1611","107","1611","107","1595","114","1164","125","42","28","389","91","16","18","9","13","0","11","7","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015057000","Census Tract 570, Rockingham County, New Hampshire"
"1900","108","1900","108","1900","108","1549","149","42","35","309","112","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015058000","Census Tract 580, Rockingham County, New Hampshire"
"2680","155","2680","155","2621","186","2240","205","0","16","381","154","59","79","59","79","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015059000","Census Tract 590, Rockingham County, New Hampshire"
"1533","82","1526","83","1485","92","1305","92","10","15","170","76","41","32","21","24","12","17","8","13","7","11","7","11","7","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015060000","Census Tract 600, Rockingham County, New Hampshire"
"2764","143","2764","143","2708","155","2225","190","170","106","313","106","56","70","0","16","0","16","56","70","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33015061001","Census Tract 610.01, Rockingham County, New Hampshire"
"888","65","888","65","888","65","750","67","26","30","112","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015062000","Census Tract 620, Rockingham County, New Hampshire"
"1147","75","1143","75","1140","74","902","61","22","12","216","49","3","5","3","5","0","11","0","11","4","5","4","5","4","5","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015062500","Census Tract 625, Rockingham County, New Hampshire"
"1648","127","1618","129","1589","137","1484","145","39","32","66","41","29","47","29","47","0","11","0","11","30","35","17","28","17","28","0","11","0","11","13","22","0","11","0","11","13","22","1400000US33015063001","Census Tract 630.01, Rockingham County, New Hampshire"
"2176","156","2176","156","2145","165","1829","209","84","59","232","110","31","47","31","47","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015063002","Census Tract 630.02, Rockingham County, New Hampshire"
