"B14006_001E","B14006_001M","B14006_002E","B14006_002M","B14006_003E","B14006_003M","B14006_004E","B14006_004M","B14006_005E","B14006_005M","B14006_006E","B14006_006M","B14006_007E","B14006_007M","B14006_008E","B14006_008M","B14006_009E","B14006_009M","B14006_010E","B14006_010M","B14006_011E","B14006_011M","B14006_012E","B14006_012M","B14006_013E","B14006_013M","B14006_014E","B14006_014M","B14006_015E","B14006_015M","B14006_016E","B14006_016M","B14006_017E","B14006_017M","B14006_018E","B14006_018M","B14006_019E","B14006_019M","B14006_020E","B14006_020M","B14006_021E","B14006_021M","GEO_ID","NAME"
"2137","279","476","145","148","83","23","28","10","19","11","12","61","55","28","31","15","14","0","11","328","96","1661","265","314","117","15","20","12","12","87","63","73","43","59","43","68","57","0","11","1347","195","1400000US33011002000","Census Tract 20, Hillsborough County, New Hampshire"
"5111","454","919","330","457","237","85","92","22","25","21","23","96","73","190","128","42","41","1","25","462","143","4192","446","974","203","30","30","92","64","225","71","255","102","96","57","189","88","87","49","3218","335","1400000US33011002100","Census Tract 21, Hillsborough County, New Hampshire"
"3126","302","369","273","65","71","0","11","0","11","63","71","0","11","0","11","0","11","2","4","304","206","2757","315","687","231","50","41","35","38","81","62","167","127","190","119","113","99","51","34","2070","221","1400000US33011002200","Census Tract 22, Hillsborough County, New Hampshire"
"3692","411","620","334","204","178","17","26","21","30","61","60","22","30","68","89","15","20","0","11","416","185","3072","340","605","189","23","23","54","50","153","70","78","43","107","57","160","100","30","29","2467","271","1400000US33011002300","Census Tract 23, Hillsborough County, New Hampshire"
"6534","377","1357","331","517","208","0","16","12","27","139","103","178","110","57","63","131","102","0","16","840","198","5177","417","863","243","42","39","75","58","165","85","167","90","141","105","203","121","70","58","4314","327","1400000US33011002400","Census Tract 24, Hillsborough County, New Hampshire"
"4612","612","376","346","126","164","0","11","0","11","61","84","49","80","16","26","0","11","0","11","250","196","4236","594","761","317","10","18","8","18","51","53","179","115","176","117","337","176","0","11","3475","427","1400000US33011002500","Census Tract 25, Hillsborough County, New Hampshire"
"5426","231","125","72","11","17","0","16","0","16","0","16","0","16","0","16","11","17","0","16","114","65","5301","227","1365","231","75","83","27","30","243","105","478","116","183","78","343","172","16","26","3936","240","1400000US33011002600","Census Tract 26, Hillsborough County, New Hampshire"
"3430","211","102","94","24","37","0","11","0","11","0","11","0","11","0","11","24","37","0","11","78","70","3328","223","692","123","92","58","27","26","90","44","193","73","127","53","124","65","39","33","2636","204","1400000US33011002701","Census Tract 27.01, Hillsborough County, New Hampshire"
"5759","346","305","275","124","136","0","16","0","16","0","16","87","124","16","25","21","33","0","16","181","150","5454","454","1178","306","75","52","60","53","136","93","329","155","282","90","176","90","120","141","4276","314","1400000US33011002702","Census Tract 27.02, Hillsborough County, New Hampshire"
"6044","340","575","280","207","140","0","16","0","16","76","89","0","16","123","115","8","18","0","16","368","177","5469","427","1359","307","120","113","36","40","197","120","360","145","456","176","154","83","36","34","4110","314","1400000US33011002800","Census Tract 28, Hillsborough County, New Hampshire"
"7549","359","231","156","85","78","0","16","0","16","29","35","41","47","15","24","0","16","0","16","146","91","7318","407","1964","316","125","83","38","45","503","177","580","201","371","167","260","150","87","56","5354","337","1400000US33011002901","Census Tract 29.01, Hillsborough County, New Hampshire"
"5642","259","125","80","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","125","80","5517","281","1180","182","162","81","27","42","271","105","228","103","330","143","125","75","37","45","4337","265","1400000US33011002902","Census Tract 29.02, Hillsborough County, New Hampshire"
"8069","360","237","217","128","136","0","16","0","16","12","20","101","131","0","16","15","25","0","16","109","95","7832","431","2315","329","237","112","60","44","470","131","585","201","619","170","225","112","119","71","5517","305","1400000US33011002903","Census Tract 29.03, Hillsborough County, New Hampshire"
"5050","253","209","151","29","44","0","16","0","16","0","16","29","44","0","16","0","16","0","16","180","119","4841","287","820","159","35","39","27","26","236","89","156","71","178","81","177","83","11","17","4021","220","1400000US33011010100","Census Tract 101, Hillsborough County, New Hampshire"
"6871","385","389","163","105","93","0","16","0","16","0","16","46","54","0","16","16","24","43","51","284","124","6482","386","1200","261","49","48","58","67","302","137","168","118","322","150","175","95","126","70","5282","281","1400000US33011010200","Census Tract 102, Hillsborough County, New Hampshire"
"4478","350","258","113","103","100","0","11","0","11","10","15","18","22","75","85","0","11","0","11","155","59","4220","372","838","168","46","48","26","40","158","74","234","83","233","74","124","78","17","19","3382","264","1400000US33011010301","Census Tract 103.01, Hillsborough County, New Hampshire"
"4244","248","207","93","27","32","0","11","0","11","7","12","9","14","0","11","11","16","0","11","180","81","4037","281","826","156","21","25","22","34","198","88","153","80","184","116","131","61","117","65","3211","246","1400000US33011010302","Census Tract 103.02, Hillsborough County, New Hampshire"
"4986","497","379","387","162","239","0","16","0","16","0","16","81","125","81","115","0","16","0","16","217","163","4607","547","1123","370","90","64","23","35","363","202","257","124","196","138","181","114","13","21","3484","288","1400000US33011010400","Census Tract 104, Hillsborough County, New Hampshire"
"3941","390","903","302","358","176","13","19","14","16","59","52","79","66","19","27","144","99","30","29","545","180","3038","400","602","149","23","29","25","24","149","82","157","81","105","72","118","68","25","25","2436","358","1400000US33011010500","Census Tract 105, Hillsborough County, New Hampshire"
"5338","481","775","327","271","175","58","71","0","16","66","70","56","65","15","25","76","67","0","16","504","232","4563","542","1031","381","152","143","0","16","262","170","120","79","314","167","183","140","0","16","3532","393","1400000US33011010600","Census Tract 106, Hillsborough County, New Hampshire"
"1469","158","422","145","30","41","0","11","0","11","0","11","9","12","21","29","0","11","0","11","392","129","1047","203","146","82","20","26","0","11","0","11","50","30","19","19","50","34","7","10","901","185","1400000US33011010700","Census Tract 107, Hillsborough County, New Hampshire"
"7556","563","1974","695","586","313","26","32","27","45","286","202","157","162","48","56","30","39","12","19","1388","430","5582","733","1274","407","101","94","98","80","161","104","304","184","296","139","314","131","0","16","4308","541","1400000US33011010800","Census Tract 108, Hillsborough County, New Hampshire"
"6167","411","402","239","97","112","0","16","14","22","29","33","54","75","0","16","0","16","0","16","305","163","5765","489","1588","371","115","72","186","107","430","266","293","159","323","126","178","114","63","55","4177","313","1400000US33011010900","Census Tract 109, Hillsborough County, New Hampshire"
"4433","305","260","209","69","102","0","11","0","11","34","50","35","52","0","11","0","11","0","11","191","117","4173","349","786","222","42","27","56","51","170","63","172","84","165","92","143","93","38","34","3387","223","1400000US33011011000","Census Tract 110, Hillsborough County, New Hampshire"
"3323","261","306","303","165","180","0","11","7","13","7","12","37","51","93","126","21","19","0","11","141","128","3017","303","370","125","20","24","29","34","68","49","26","32","45","40","78","57","104","67","2647","267","1400000US33011011101","Census Tract 111.01, Hillsborough County, New Hampshire"
"3343","302","416","175","243","158","0","11","0","11","9","15","0","11","12","20","0","11","222","163","173","79","2927","307","462","140","34","41","10","17","121","72","94","68","10","16","142","77","51","38","2465","225","1400000US33011011102","Census Tract 111.02, Hillsborough County, New Hampshire"
"6936","382","284","162","75","67","0","16","0","16","0","16","0","16","0","16","14","23","61","64","209","123","6652","423","1460","278","93","71","37","29","174","80","475","146","349","128","176","107","156","122","5192","313","1400000US33011011200","Census Tract 112, Hillsborough County, New Hampshire"
"4015","251","193","111","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","193","111","3822","249","709","135","81","37","50","33","166","64","154","68","103","67","91","42","64","38","3113","210","1400000US33011011300","Census Tract 113, Hillsborough County, New Hampshire"
"5204","357","96","87","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","96","87","5108","368","943","185","59","50","71","60","227","79","295","144","114","72","137","88","40","45","4165","304","1400000US33011011401","Census Tract 114.01, Hillsborough County, New Hampshire"
"4741","227","160","108","29","31","0","11","14","21","0","11","0","11","0","11","15","23","0","11","131","94","4581","239","1088","159","165","78","31","28","158","57","274","95","201","76","204","73","55","35","3493","207","1400000US33011011402","Census Tract 114.02, Hillsborough County, New Hampshire"
"2316","135","141","83","42","38","10","14","0","11","0","11","9","14","0","11","10","15","13","21","99","58","2175","157","285","78","23","24","0","11","56","40","35","28","114","54","35","28","22","25","1890","137","1400000US33011011500","Census Tract 115, Hillsborough County, New Hampshire"
"8207","393","102","78","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","102","78","8105","386","1611","205","56","49","71","61","197","105","477","178","456","165","234","116","120","74","6494","330","1400000US33011012100","Census Tract 121, Hillsborough County, New Hampshire"
"7323","342","667","388","306","226","0","16","67","80","56","60","71","64","12","21","100","95","0","16","361","192","6656","531","1288","265","29","26","90","63","202","84","370","135","311","120","187","114","99","73","5368","423","1400000US33011012200","Census Tract 122, Hillsborough County, New Hampshire"
"8988","454","199","138","71","85","0","16","0","16","15","25","0","16","56","63","0","16","0","16","128","93","8789","450","2351","377","183","90","63","53","421","167","439","118","620","182","580","261","45","38","6438","341","1400000US33011012300","Census Tract 123, Hillsborough County, New Hampshire"
"8347","94","43","49","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","43","49","8304","115","2227","231","118","69","80","70","377","130","395","104","695","154","523","177","39","44","6077","224","1400000US33011013100","Census Tract 131, Hillsborough County, New Hampshire"
"5725","285","648","338","150","114","0","16","0","16","0","16","48","71","80","90","22","33","0","16","498","284","5077","513","1310","308","64","46","33","39","217","80","247","116","273","131","363","146","113","80","3767","362","1400000US33011014100","Census Tract 141, Hillsborough County, New Hampshire"
"5610","246","94","52","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","94","52","5516","245","1635","212","67","50","89","52","381","129","339","97","369","130","260","114","130","62","3881","209","1400000US33011014201","Census Tract 142.01, Hillsborough County, New Hampshire"
"6101","256","111","107","12","19","12","19","0","16","0","16","0","16","0","16","0","16","0","16","99","102","5990","262","1632","204","92","60","166","80","213","108","429","161","479","132","172","78","81","51","4358","264","1400000US33011014202","Census Tract 142.02, Hillsborough County, New Hampshire"
"7809","266","155","103","65","79","0","16","0","16","0","16","0","16","49","76","16","25","0","16","90","58","7654","273","1881","227","101","88","95","72","351","146","606","187","386","163","318","139","24","31","5773","241","1400000US33011014300","Census Tract 143, Hillsborough County, New Hampshire"
"5028","234","113","87","31","30","0","16","16","26","0","16","0","16","7","12","8","12","0","16","82","63","4915","232","1340","188","84","42","107","65","233","86","322","87","317","102","193","90","84","55","3575","196","1400000US33011015100","Census Tract 151, Hillsborough County, New Hampshire"
"5745","267","79","86","63","83","0","16","0","16","0","16","0","16","9","14","54","82","0","16","16","26","5666","275","1273","218","127","81","54","48","243","118","295","114","314","85","193","93","47","44","4393","237","1400000US33011015200","Census Tract 152, Hillsborough County, New Hampshire"
"3301","240","72","37","11","19","0","11","0","11","0","11","0","11","0","11","0","11","11","19","61","31","3229","250","880","144","34","30","69","71","174","68","170","80","269","112","64","49","100","78","2349","222","1400000US33011016100","Census Tract 161, Hillsborough County, New Hampshire"
"6598","370","472","227","149","134","25","41","13","21","27","47","27","47","0","16","57","61","0","16","323","136","6126","408","1560","298","247","156","0","16","254","123","160","102","306","177","350","211","243","128","4566","371","1400000US33011016201","Census Tract 162.01, Hillsborough County, New Hampshire"
"5108","307","103","69","46","46","0","16","0","16","0","16","9","13","28","33","0","16","9","14","57","38","5005","325","1467","182","34","30","35","42","298","128","434","114","415","97","205","89","46","35","3538","213","1400000US33011016202","Census Tract 162.02, Hillsborough County, New Hampshire"
"7768","122","145","92","18","28","0","16","0","16","0","16","0","16","0","16","0","16","18","28","127","87","7623","152","1821","238","55","58","32","50","283","134","512","129","658","193","180","94","101","66","5802","203","1400000US33011017100","Census Tract 171, Hillsborough County, New Hampshire"
"5168","84","47","42","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","47","42","5121","82","1485","120","76","63","125","72","402","116","345","92","351","92","144","64","42","32","3636","114","1400000US33011018000","Census Tract 180, Hillsborough County, New Hampshire"
"2019","285","119","58","4","7","0","11","0","11","0","11","0","11","0","11","4","7","0","11","115","55","1900","287","384","138","51","53","0","11","77","51","77","35","101","70","56","34","22","35","1516","211","1400000US33011018501","Census Tract 185.01, Hillsborough County, New Hampshire"
"1450","96","64","38","12","15","0","11","0","11","6","7","3","5","3","4","0","11","0","11","52","30","1386","102","252","47","13","12","38","21","42","16","31","20","84","36","40","22","4","5","1134","74","1400000US33011018502","Census Tract 185.02, Hillsborough County, New Hampshire"
"3643","69","95","70","25","38","0","11","12","19","13","19","0","11","0","11","0","11","0","11","70","45","3548","98","697","155","31","31","45","30","174","89","32","35","157","123","180","96","78","46","2851","166","1400000US33011019000","Census Tract 190, Hillsborough County, New Hampshire"
"1651","126","62","39","16","16","0","11","0","11","2","5","3","4","11","15","0","11","0","11","46","26","1589","128","277","67","5","6","17","17","46","30","39","18","65","23","88","32","17","19","1312","102","1400000US33011019501","Census Tract 195.01, Hillsborough County, New Hampshire"
"2485","36","116","96","53","51","0","11","0","11","0","11","18","21","9","11","26","26","0","11","63","48","2369","107","557","87","25","15","21","16","88","45","133","45","156","47","129","70","5","7","1812","102","1400000US33011019502","Census Tract 195.02, Hillsborough County, New Hampshire"
"5574","57","70","49","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","70","49","5504","76","1476","169","119","62","91","55","312","105","331","120","403","153","123","51","97","56","4028","154","1400000US33011020000","Census Tract 200, Hillsborough County, New Hampshire"
"8731","216","544","281","140","126","0","16","0","16","16","25","0","16","124","119","0","16","0","16","404","208","8187","332","2385","343","116","113","96","71","440","176","548","177","585","217","424","174","176","103","5802","358","1400000US33011021000","Census Tract 210, Hillsborough County, New Hampshire"
"4860","224","301","105","50","37","7","10","0","11","9","10","12","12","15","13","4","5","3","5","251","85","4559","246","977","147","61","29","33","18","205","66","255","73","216","66","134","40","73","37","3582","185","1400000US33011021500","Census Tract 215, Hillsborough County, New Hampshire"
"1832","130","133","58","8","11","0","11","0","11","4","6","4","5","0","11","0","11","0","11","125","51","1699","152","384","68","48","26","11","9","97","39","84","27","76","23","64","33","4","6","1315","132","1400000US33011022000","Census Tract 220, Hillsborough County, New Hampshire"
"6764","283","384","170","39","41","0","16","0","16","0","16","13","19","0","16","26","36","0","16","345","164","6380","284","1536","219","143","66","101","60","297","82","266","108","386","118","285","121","58","49","4844","246","1400000US33011022500","Census Tract 225, Hillsborough County, New Hampshire"
"6382","91","437","249","67","51","0","16","0","16","19","27","17","25","31","25","0","16","0","16","370","233","5945","284","1215","236","103","107","33","30","163","120","367","159","309","135","130","94","110","64","4730","308","1400000US33011023000","Census Tract 230, Hillsborough County, New Hampshire"
"1723","109","37","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","37","26","1686","114","278","51","9","9","9","9","50","17","98","27","87","36","20","13","5","7","1408","108","1400000US33011024000","Census Tract 240, Hillsborough County, New Hampshire"
"2613","54","164","76","47","26","0","11","5","7","31","25","4","7","7","10","0","11","0","11","117","56","2449","98","585","101","49","34","31","27","129","54","98","36","128","61","122","44","28","22","1864","112","1400000US33011025000","Census Tract 250, Hillsborough County, New Hampshire"
"6012","143","330","198","48","48","0","16","26","35","1","3","1","3","2","18","18","28","0","16","282","186","5682","218","1443","345","21","42","34","53","288","147","464","218","402","142","196","138","38","45","4239","353","1400000US33011025500","Census Tract 255, Hillsborough County, New Hampshire"
"4725","293","67","54","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","67","54","4658","295","1140","217","50","43","48","53","176","55","235","121","438","153","163","72","30","29","3518","215","1400000US33011200100","Census Tract 2001, Hillsborough County, New Hampshire"
"4315","230","101","99","27","44","0","11","0","11","0","11","0","11","27","44","0","11","0","11","74","61","4214","231","990","113","61","42","73","46","251","91","300","89","141","86","112","61","52","38","3224","207","1400000US33011200200","Census Tract 2002, Hillsborough County, New Hampshire"
"4371","228","52","56","16","28","0","11","0","11","8","14","8","14","0","11","0","11","0","11","36","33","4319","235","1006","157","82","48","32","31","180","66","243","80","198","65","137","73","134","62","3313","202","1400000US33011200300","Census Tract 2003, Hillsborough County, New Hampshire"
"2899","344","795","211","256","137","0","11","18","29","12","20","58","47","11","18","125","87","32","30","539","182","2104","342","280","143","32","52","41","57","30","49","0","11","11","17","62","47","104","89","1824","290","1400000US33011200400","Census Tract 2004, Hillsborough County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011980101","Census Tract 9801.01, Hillsborough County, New Hampshire"
"3756","224","181","97","44","41","0","11","0","11","10","14","9","14","25","28","0","11","0","11","137","72","3575","242","767","129","112","69","7","13","123","52","183","92","124","53","196","72","22","24","2808","216","1400000US33013003001","Census Tract 30.01, Merrimack County, New Hampshire"
"3292","192","137","98","32","32","0","11","6","11","0","11","0","11","0","11","26","33","0","11","105","93","3155","220","739","115","66","53","45","37","106","57","124","63","237","75","71","51","90","54","2416","171","1400000US33013003006","Census Tract 30.06, Merrimack County, New Hampshire"
"4191","105","460","245","98","75","0","11","6","11","0","11","46","52","32","32","14","23","0","11","362","202","3731","230","638","125","48","54","39","31","85","47","198","74","121","48","104","63","43","34","3093","224","1400000US33013003100","Census Tract 31, Merrimack County, New Hampshire"
"6925","155","304","200","56","83","0","16","0","16","0","16","0","16","56","83","0","16","0","16","248","180","6621","296","1534","274","226","119","0","16","388","135","310","128","380","143","194","134","36","38","5087","277","1400000US33013003200","Census Tract 32, Merrimack County, New Hampshire"
"2767","41","31","22","5","7","0","11","0","11","0","11","0","11","0","11","5","7","0","11","26","20","2736","49","870","88","60","43","30","19","221","62","205","71","150","38","145","48","59","46","1866","79","1400000US33013030000","Census Tract 300, Merrimack County, New Hampshire"
"3814","204","127","102","66","52","0","11","0","11","18","20","8","13","40","40","0","11","0","11","61","51","3687","228","1121","224","111","55","42","30","209","74","198","71","271","99","255","167","35","42","2566","175","1400000US33013031001","Census Tract 310.01, Merrimack County, New Hampshire"
"3832","215","38","29","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","38","29","3794","214","1132","149","173","71","31","28","285","94","158","66","326","117","106","62","53","43","2662","130","1400000US33013031002","Census Tract 310.02, Merrimack County, New Hampshire"
"3384","218","65","47","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","65","47","3319","224","680","162","54","40","45","36","121","58","96","54","163","84","124","71","77","45","2639","189","1400000US33013032100","Census Tract 321, Merrimack County, New Hampshire"
"2454","231","522","173","111","71","0","11","9","13","13","21","23","31","21","25","45","40","0","11","411","127","1932","247","510","145","11","20","10","18","114","46","50","43","150","94","81","54","94","69","1422","222","1400000US33013032200","Census Tract 322, Merrimack County, New Hampshire"
"1623","149","260","99","63","65","13","21","5","7","0","11","0","11","5","7","13","21","27","45","197","93","1363","163","218","66","12","13","10","12","68","29","16","14","47","29","42","23","23","21","1145","133","1400000US33013032300","Census Tract 323, Merrimack County, New Hampshire"
"2915","212","501","169","149","92","14","19","14","19","35","37","7","13","0","11","43","48","36","30","352","115","2414","268","450","146","5","8","49","37","80","46","83","79","72","47","141","107","20","23","1964","229","1400000US33013032400","Census Tract 324, Merrimack County, New Hampshire"
"3347","458","281","294","46","57","0","11","0","11","0","11","0","11","0","11","46","57","0","11","235","287","3066","250","721","191","20","25","73","73","162","77","165","72","208","84","70","50","23","29","2345","212","1400000US33013032500","Census Tract 325, Merrimack County, New Hampshire"
"2260","245","59","64","54","65","0","11","0","11","0","11","0","11","0","11","0","11","54","65","5","9","2201","255","472","108","35","57","17","23","96","82","118","69","168","65","38","32","0","11","1729","205","1400000US33013032600","Census Tract 326, Merrimack County, New Hampshire"
"1445","162","40","31","17","21","0","11","0","11","5","7","0","11","12","20","0","11","0","11","23","19","1405","162","314","84","7","10","5","7","65","29","84","39","118","55","28","24","7","11","1091","116","1400000US33013032701","Census Tract 327.01, Merrimack County, New Hampshire"
"3893","231","273","106","59","43","0","11","24","29","0","11","0","11","0","11","22","26","13","21","214","97","3620","215","916","149","58","37","47","40","154","65","178","76","249","80","184","68","46","33","2704","215","1400000US33013032706","Census Tract 327.06, Merrimack County, New Hampshire"
"5060","380","112","98","18","29","18","29","0","16","0","16","0","16","0","16","0","16","0","16","94","75","4948","398","1091","176","52","44","90","59","192","64","188","102","312","127","257","118","0","16","3857","380","1400000US33013032800","Census Tract 328, Merrimack County, New Hampshire"
"4633","338","964","346","318","163","0","11","0","11","119","89","12","22","70","67","117","83","0","11","646","236","3669","386","764","254","69","78","40","44","100","69","66","69","308","211","181","110","0","11","2905","278","1400000US33013032900","Census Tract 329, Merrimack County, New Hampshire"
"2540","55","115","89","7","11","7","11","0","11","0","11","0","11","0","11","0","11","0","11","108","86","2425","115","485","71","12","16","14","12","106","52","137","51","106","38","87","41","23","21","1940","110","1400000US33013033000","Census Tract 330, Merrimack County, New Hampshire"
"4425","142","162","106","49","55","0","11","13","20","21","26","8","14","7","25","0","11","0","11","113","62","4263","167","1005","199","31","46","27","26","185","67","214","82","244","87","222","108","82","61","3258","193","1400000US33013034000","Census Tract 340, Merrimack County, New Hampshire"
"3904","256","504","433","173","214","0","11","74","105","9","14","75","105","15","26","0","11","0","11","331","227","3400","456","678","254","16","27","0","11","125","74","275","139","222","100","12","20","28","30","2722","271","1400000US33013035000","Census Tract 350, Merrimack County, New Hampshire"
"5370","112","377","236","71","88","0","16","0","16","0","16","17","28","18","29","36","62","0","16","306","199","4993","251","847","220","12","26","27","31","30","36","280","137","283","158","177","144","38","60","4146","262","1400000US33013036000","Census Tract 360, Merrimack County, New Hampshire"
"2321","146","82","36","3","6","0","11","0","11","0","11","0","11","3","6","0","11","0","11","79","36","2239","146","521","81","58","36","33","32","75","31","40","24","127","40","173","68","15","14","1718","129","1400000US33013037000","Census Tract 370, Merrimack County, New Hampshire"
"3261","181","117","69","19","31","0","11","0","11","0","11","0","11","0","11","19","31","0","11","98","62","3144","184","638","119","58","58","12","19","146","70","168","82","158","87","96","57","0","11","2506","154","1400000US33013038000","Census Tract 380, Merrimack County, New Hampshire"
"4371","220","299","82","60","32","5","7","5","7","8","9","7","11","9","7","26","32","0","11","239","77","4072","223","777","120","50","25","17","18","167","46","200","64","168","55","137","47","38","23","3295","189","1400000US33013038500","Census Tract 385, Merrimack County, New Hampshire"
"5518","99","210","119","69","65","0","16","0","16","0","16","37","52","13","21","19","29","0","16","141","85","5308","180","1093","195","205","98","104","70","195","86","203","113","157","87","171","92","58","44","4215","203","1400000US33013039000","Census Tract 390, Merrimack County, New Hampshire"
"4357","160","417","205","272","196","0","11","0","11","0","11","26","39","30","39","216","193","0","11","145","74","3940","247","789","159","114","84","40","45","134","68","230","108","107","71","96","74","68","47","3151","241","1400000US33013040000","Census Tract 400, Merrimack County, New Hampshire"
"5467","253","101","65","32","42","0","16","9","14","9","14","9","14","5","8","0","16","0","16","69","31","5366","240","1149","143","62","38","57","29","211","65","238","61","374","77","153","53","54","25","4217","183","1400000US33013040500","Census Tract 405, Merrimack County, New Hampshire"
"3246","203","110","60","18","29","0","11","0","11","0","11","0","11","18","29","0","11","0","11","92","52","3136","212","465","145","43","35","15","17","112","66","182","86","71","40","34","40","8","13","2671","236","1400000US33013041000","Census Tract 410, Merrimack County, New Hampshire"
"3558","208","185","103","39","28","0","11","4","5","21","20","14","11","0","11","0","11","0","11","146","82","3373","208","557","107","45","27","47","27","141","66","78","28","166","42","46","24","34","20","2816","164","1400000US33013041500","Census Tract 415, Merrimack County, New Hampshire"
"4136","279","361","230","148","152","0","11","0","11","6","10","20","18","108","132","14","20","0","11","213","172","3775","217","931","155","26","30","65","58","167","57","187","58","217","59","203","60","66","35","2844","137","1400000US33013042500","Census Tract 425, Merrimack County, New Hampshire"
"3811","294","383","237","128","147","0","11","0","11","34","46","35","48","34","46","25","38","0","11","255","136","3428","334","618","207","0","11","13","20","105","88","163","71","207","104","111","72","19","21","2810","248","1400000US33013043001","Census Tract 430.01, Merrimack County, New Hampshire"
"4495","296","319","174","92","79","0","11","0","11","17","27","19","29","30","47","26","30","0","11","227","112","4176","334","890","239","57","51","71","53","248","122","207","108","106","73","93","63","108","80","3286","295","1400000US33013043002","Census Tract 430.02, Merrimack County, New Hampshire"
"4612","142","218","125","29","32","0","11","0","11","0","11","0","11","9","15","10","16","10","15","189","120","4394","229","957","137","152","81","68","50","205","99","173","79","196","97","120","83","43","50","3437","200","1400000US33013044000","Census Tract 440, Merrimack County, New Hampshire"
"3736","263","363","156","53","66","19","30","0","11","0","11","13","20","0","11","21","33","0","11","310","130","3373","311","768","235","56","40","16","25","230","101","120","57","226","111","105","78","15","16","2605","200","1400000US33013044100","Census Tract 441, Merrimack County, New Hampshire"
"6038","296","216","145","88","126","0","16","0","16","0","16","0","16","0","16","88","126","0","16","128","86","5822","289","1574","350","30","47","103","97","250","119","469","153","298","103","419","307","5","9","4248","372","1400000US33013044200","Census Tract 442, Merrimack County, New Hampshire"
"4441","265","180","90","49","46","0","11","0","11","0","11","0","11","0","11","31","34","18","31","131","65","4261","282","919","176","58","40","44","36","213","75","227","111","133","86","142","74","102","68","3342","208","1400000US33013044300","Census Tract 443, Merrimack County, New Hampshire"
"4306","236","97","66","16","27","0","11","0","11","0","11","0","11","16","27","0","11","0","11","81","48","4209","239","1017","141","77","44","9","15","265","71","190","60","251","87","200","93","25","25","3192","212","1400000US33015003301","Census Tract 33.01, Rockingham County, New Hampshire"
"4820","293","440","290","171","142","0","16","0","16","87","77","71","72","13","22","0","16","0","16","269","158","4380","369","970","198","17","20","56","43","159","75","103","58","340","154","208","90","87","46","3410","296","1400000US33015003302","Census Tract 33.02, Rockingham County, New Hampshire"
"4922","337","513","229","104","92","0","16","0","16","17","32","58","79","28","32","0","16","1","2","409","165","4409","430","962","259","38","42","13","20","177","117","167","102","344","145","203","101","20","22","3447","357","1400000US33015003400","Census Tract 34, Rockingham County, New Hampshire"
"5562","439","672","286","267","163","0","16","24","38","73","94","78","89","23","41","69","63","0","16","405","177","4890","528","1054","305","114","88","39","59","266","145","341","141","106","82","136","89","52","63","3836","340","1400000US33015003500","Census Tract 35, Rockingham County, New Hampshire"
"6519","403","753","464","218","184","0","16","0","16","59","76","57","87","102","90","0","16","0","16","535","298","5766","452","1150","351","69","70","81","65","176","92","142","94","384","166","228","133","70","55","4616","320","1400000US33015003601","Census Tract 36.01, Rockingham County, New Hampshire"
"5979","360","51","34","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","51","34","5928","363","1667","275","61","43","38","34","236","80","461","164","378","171","372","154","121","73","4261","282","1400000US33015003602","Census Tract 36.02, Rockingham County, New Hampshire"
"3925","236","58","56","14","22","0","11","0","11","0","11","0","11","14","22","0","11","0","11","44","41","3867","235","904","178","21","20","14","17","113","55","175","66","269","111","243","96","69","59","2963","215","1400000US33015003701","Census Tract 37.01, Rockingham County, New Hampshire"
"5400","313","71","47","29","30","0","16","0","16","0","16","9","14","0","16","20","26","0","16","42","31","5329","313","1392","210","167","83","86","62","276","104","162","70","407","99","233","101","61","66","3937","262","1400000US33015003703","Census Tract 37.03, Rockingham County, New Hampshire"
"4009","187","36","40","16","26","0","11","0","11","0","11","0","11","16","26","0","11","0","11","20","31","3973","193","1165","171","116","74","31","25","231","146","209","83","267","89","234","130","77","75","2808","152","1400000US33015003801","Census Tract 38.01, Rockingham County, New Hampshire"
"4238","192","121","84","39","26","0","11","8","12","4","7","5","7","20","20","2","4","0","11","82","68","4117","211","1098","145","69","43","15","16","221","78","225","111","326","83","231","107","11","17","3019","179","1400000US33015003802","Census Tract 38.02, Rockingham County, New Hampshire"
"4278","249","143","119","74","80","0","11","0","11","48","74","0","11","17","26","9","14","0","11","69","49","4135","215","932","153","61","38","56","49","145","80","191","74","301","79","127","83","51","48","3203","216","1400000US33015003901","Census Tract 39.01, Rockingham County, New Hampshire"
