"B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M","B25075_026E","B25075_026M","B25075_027E","B25075_027M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $49,999","Margin of Error!!Total:!!$40,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $69,999","Margin of Error!!Total:!!$60,000 to $69,999","Estimate!!Total:!!$70,000 to $79,999","Margin of Error!!Total:!!$70,000 to $79,999","Estimate!!Total:!!$80,000 to $89,999","Margin of Error!!Total:!!$80,000 to $89,999","Estimate!!Total:!!$90,000 to $99,999","Margin of Error!!Total:!!$90,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $174,999","Margin of Error!!Total:!!$150,000 to $174,999","Estimate!!Total:!!$175,000 to $199,999","Margin of Error!!Total:!!$175,000 to $199,999","Estimate!!Total:!!$200,000 to $249,999","Margin of Error!!Total:!!$200,000 to $249,999","Estimate!!Total:!!$250,000 to $299,999","Margin of Error!!Total:!!$250,000 to $299,999","Estimate!!Total:!!$300,000 to $399,999","Margin of Error!!Total:!!$300,000 to $399,999","Estimate!!Total:!!$400,000 to $499,999","Margin of Error!!Total:!!$400,000 to $499,999","Estimate!!Total:!!$500,000 to $749,999","Margin of Error!!Total:!!$500,000 to $749,999","Estimate!!Total:!!$750,000 to $999,999","Margin of Error!!Total:!!$750,000 to $999,999","Estimate!!Total:!!$1,000,000 to $1,499,999","Margin of Error!!Total:!!$1,000,000 to $1,499,999","Estimate!!Total:!!$1,500,000 to $1,999,999","Margin of Error!!Total:!!$1,500,000 to $1,999,999","Estimate!!Total:!!$2,000,000 or more","Margin of Error!!Total:!!$2,000,000 or more","id","Geographic Area Name"
"1884","190","0","16","15","25","0","16","0","16","0","16","0","16","0","16","0","16","39","47","0","16","0","16","38","44","0","16","196","100","408","155","219","105","181","95","299","141","73","60","164","84","157","102","38","43","0","16","0","16","0","16","57","93","1400000US33011014100","Census Tract 141, Hillsborough County, New Hampshire"
"1996","82","0","16","0","16","0","16","0","16","0","16","0","16","0","16","19","23","0","16","0","16","0","16","0","16","0","16","0","16","9","15","80","72","57","41","191","74","387","98","792","136","321","103","115","62","0","16","12","19","0","16","13","19","1400000US33011014201","Census Tract 142.01, Hillsborough County, New Hampshire"
"2067","135","15","22","0","16","0","16","15","24","0","16","0","16","0","16","0","16","13","21","0","16","0","16","0","16","0","16","10","16","16","25","106","58","180","79","393","122","641","149","542","138","83","51","39","40","0","16","0","16","0","16","14","24","1400000US33011014202","Census Tract 142.02, Hillsborough County, New Hampshire"
"2724","101","0","16","0","16","19","33","65","102","0","16","18","30","0","16","0","16","103","136","21","33","0","16","0","16","0","16","0","16","18","28","65","59","45","55","302","111","676","170","999","185","329","113","50","51","14","23","0","16","0","16","0","16","1400000US33011014300","Census Tract 143, Hillsborough County, New Hampshire"
"1737","105","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","22","28","5","8","43","35","115","48","238","78","498","102","337","91","311","89","99","58","47","59","8","12","14","15","1400000US33011015100","Census Tract 151, Hillsborough County, New Hampshire"
"2119","112","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","14","22","0","16","0","16","0","16","0","16","43","46","26","29","35","41","152","72","493","136","872","140","228","82","189","87","67","55","0","16","0","16","0","16","1400000US33011015200","Census Tract 152, Hillsborough County, New Hampshire"
"930","100","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","22","0","11","0","11","0","11","9","14","67","35","68","37","148","67","261","83","283","78","63","44","0","11","0","11","17","20","0","11","0","11","1400000US33011016100","Census Tract 161, Hillsborough County, New Hampshire"
"1345","170","13","21","0","16","0","16","20","32","12","15","0","16","0","16","24","29","0","16","0","16","0","16","14","24","14","21","104","70","28","37","90","68","66","45","589","160","292","127","79","61","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33011016201","Census Tract 162.01, Hillsborough County, New Hampshire"
"1673","122","8","12","0","16","10","15","0","16","18","26","0","16","11","18","38","20","25","27","29","21","18","21","9","15","0","16","8","14","37","30","43","36","96","49","321","110","267","80","508","123","88","40","95","78","26","40","9","14","0","16","9","13","1400000US33011016202","Census Tract 162.02, Hillsborough County, New Hampshire"
"2733","125","0","16","0","16","0","16","0","16","0","16","0","16","16","27","19","30","0","16","18","30","0","16","0","16","0","16","0","16","0","16","17","26","53","57","34","38","196","114","450","119","752","167","991","167","132","71","38","51","0","16","17","26","1400000US33011017100","Census Tract 171, Hillsborough County, New Hampshire"
"1638","91","7","12","0","16","0","16","0","16","0","16","0","16","0","16","12","19","0","16","0","16","0","16","0","16","0","16","0","16","18","17","7","12","64","36","223","93","299","103","649","114","266","87","71","39","22","26","0","16","0","16","0","16","1400000US33011018000","Census Tract 180, Hillsborough County, New Hampshire"
"642","81","19","17","18","13","23","29","8","11","17","15","20","17","7","11","50","44","12","13","12","13","22","16","0","11","0","11","25","22","98","62","59","37","30","18","106","57","98","47","7","10","11","11","0","11","0","11","0","11","0","11","0","11","1400000US33011018501","Census Tract 185.01, Hillsborough County, New Hampshire"
"569","40","7","7","0","11","0","11","0","11","3","4","3","4","3","5","0","11","0","11","0","11","3","4","0","11","3","5","14","10","23","21","16","10","13","9","114","30","162","31","151","34","34","17","15","16","5","6","0","11","0","11","0","11","1400000US33011018502","Census Tract 185.02, Hillsborough County, New Hampshire"
"1368","112","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","16","0","11","0","11","0","11","0","11","83","75","62","54","102","54","114","91","299","89","376","120","189","81","77","55","44","32","0","11","0","11","0","11","13","21","1400000US33011019000","Census Tract 190, Hillsborough County, New Hampshire"
"636","54","0","11","0","11","0","11","4","5","0","11","0","11","0","11","0","11","5","5","7","12","0","11","0","11","0","11","7","7","47","28","47","21","28","13","131","35","144","37","110","38","41","15","48","20","9","9","8","12","0","11","0","11","1400000US33011019501","Census Tract 195.01, Hillsborough County, New Hampshire"
"814","77","0","11","0","11","13","20","5","7","24","29","15","19","5","7","5","7","0","11","5","7","0","11","0","11","4","7","0","11","5","7","0","11","39","30","66","37","117","43","261","64","167","45","63","24","10","10","5","7","0","11","5","8","1400000US33011019502","Census Tract 195.02, Hillsborough County, New Hampshire"
"1792","120","0","16","0","16","17","26","0","16","0","16","0","16","0","16","9","14","61","70","0","16","0","16","0","16","0","16","38","50","0","16","36","30","28","26","154","69","468","113","600","149","257","97","52","32","45","37","0","16","0","16","27","44","1400000US33011020000","Census Tract 200, Hillsborough County, New Hampshire"
"2914","198","0","16","0","16","0","16","0","16","13","22","16","25","0","16","0","16","12","20","14","23","19","30","18","29","0","16","16","26","88","76","193","127","202","103","873","188","600","176","564","141","211","94","50","50","25","40","0","16","0","16","0","16","1400000US33011021000","Census Tract 210, Hillsborough County, New Hampshire"
"1718","96","21","19","15","17","15","10","17","13","0","11","0","11","18","13","21","20","30","20","28","21","24","19","23","11","10","8","90","34","135","33","226","61","148","42","280","62","223","46","251","49","74","22","38","22","18","11","3","4","10","16","0","11","1400000US33011021500","Census Tract 215, Hillsborough County, New Hampshire"
"555","50","0","11","0","11","7","6","0","11","0","11","0","11","0","11","0","11","3","5","0","11","0","11","0","11","0","11","10","8","35","28","62","25","92","35","112","34","110","34","84","28","18","11","6","6","16","12","0","11","0","11","0","11","1400000US33011022000","Census Tract 220, Hillsborough County, New Hampshire"
"2254","168","0","16","0","16","0","16","0","16","19","26","18","21","0","16","0","16","0","16","95","96","39","31","0","16","13","12","19","23","74","45","195","95","329","127","400","104","345","102","399","98","154","62","107","65","3","4","30","29","0","16","15","19","1400000US33011022500","Census Tract 225, Hillsborough County, New Hampshire"
"2031","219","0","16","0","16","0","16","0","16","0","16","13","22","0","16","0","16","0","16","31","34","0","16","0","16","0","16","32","35","123","69","100","61","437","149","255","137","313","120","322","99","251","113","32","39","55","53","0","16","0","16","67","83","1400000US33011023000","Census Tract 230, Hillsborough County, New Hampshire"
"683","51","3","4","0","11","0","11","6","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","10","13","9","36","21","55","25","79","31","98","29","186","42","91","32","82","26","14","10","3","4","0","11","4","5","1400000US33011024000","Census Tract 240, Hillsborough County, New Hampshire"
"710","91","0","11","4","6","0","11","0","11","0","11","0","11","4","6","0","11","0","11","3","5","0","11","11","11","10","16","45","28","91","30","130","40","76","37","112","41","78","33","70","37","47","35","25","21","0","11","4","6","0","11","0","11","1400000US33011025000","Census Tract 250, Hillsborough County, New Hampshire"
"2072","190","18","28","0","16","36","38","41","48","0","16","0","16","0","16","5","13","0","16","2","3","20","29","0","16","15","19","182","116","237","108","369","173","83","59","542","177","248","140","248","127","14","22","12","22","0","16","0","16","0","16","0","16","1400000US33011025500","Census Tract 255, Hillsborough County, New Hampshire"
"1578","102","0","11","0","11","0","11","0","11","0","11","0","11","12","17","10","16","9","15","0","11","0","11","0","11","0","11","0","11","9","15","33","26","43","36","42","28","270","84","616","121","419","92","115","59","0","11","0","11","0","11","0","11","1400000US33011200100","Census Tract 2001, Hillsborough County, New Hampshire"
"1439","132","0","11","0","11","7","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","21","0","11","0","11","7","11","45","46","0","11","8","12","125","63","207","87","696","187","287","90","30","24","14","15","0","11","0","11","0","11","1400000US33011200200","Census Tract 2002, Hillsborough County, New Hampshire"
"1354","95","0","11","0","11","0","11","0","11","0","11","11","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","22","19","0","11","109","58","349","120","432","102","255","87","162","67","0","11","0","11","14","23","0","11","1400000US33011200300","Census Tract 2003, Hillsborough County, New Hampshire"
"97","58","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","26","19","0","11","0","11","38","51","33","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011200400","Census Tract 2004, Hillsborough County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33011980101","Census Tract 9801.01, Hillsborough County, New Hampshire"
"1114","90","0","11","0","11","15","24","12","20","0","11","0","11","0","11","0","11","0","11","0","11","11","16","0","11","0","11","31","20","33","29","76","51","108","67","289","94","273","85","201","76","52","37","13","19","0","11","0","11","0","11","0","11","1400000US33013003001","Census Tract 30.01, Merrimack County, New Hampshire"
"1011","99","15","18","13","20","10","16","0","11","0","11","21","23","30","44","5","9","20","21","21","25","52","38","10","12","12","17","25","27","12","19","21","22","67","42","127","58","226","74","303","74","9","14","12","19","0","11","0","11","0","11","0","11","1400000US33013003006","Census Tract 30.06, Merrimack County, New Hampshire"
"1379","114","29","32","42","46","40","49","63","58","27","24","8","12","42","29","73","50","38","29","109","61","20","23","72","57","31","28","56","40","46","30","173","70","81","50","275","104","121","67","24","24","0","11","0","11","0","11","9","14","0","11","0","11","1400000US33013003100","Census Tract 31, Merrimack County, New Hampshire"
"2108","223","29","32","0","16","19","30","30","36","0","16","0","16","0","16","0","16","62","100","0","16","17","27","18","29","17","28","141","79","111","80","163","91","184","80","632","173","288","120","297","123","39","42","44","40","0","16","0","16","0","16","17","26","1400000US33013003200","Census Tract 32, Merrimack County, New Hampshire"
"878","53","0","11","0","11","0","11","3","6","0","11","0","11","0","11","0","11","0","11","0","11","4","6","0","11","0","11","10","10","31","17","22","17","15","12","131","34","170","43","301","56","119","34","59","23","13","11","0","11","0","11","0","11","1400000US33013030000","Census Tract 300, Merrimack County, New Hampshire"
"1247","66","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","13","41","34","179","69","307","78","413","84","201","55","79","49","19","20","0","11","0","11","0","11","1400000US33013031001","Census Tract 310.01, Merrimack County, New Hampshire"
"1180","84","0","11","0","11","0","11","0","11","0","11","0","11","6","10","0","11","8","13","0","11","0","11","0","11","0","11","0","11","0","11","10","16","37","36","85","47","344","87","566","92","76","39","41","29","7","12","0","11","0","11","0","11","1400000US33013031002","Census Tract 310.02, Merrimack County, New Hampshire"
"1096","74","0","11","0","11","0","11","0","11","10","16","0","11","0","11","8","12","0","11","0","11","21","25","0","11","8","12","0","11","47","43","48","39","100","46","314","86","287","71","148","54","51","35","54","38","0","11","0","11","0","11","0","11","1400000US33013032100","Census Tract 321, Merrimack County, New Hampshire"
"346","110","0","11","0","11","36","32","0","11","0","11","9","13","5","8","6","10","6","12","10","15","0","11","11","19","0","11","0","11","28","29","77","58","39","36","62","49","51","35","6","9","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032200","Census Tract 322, Merrimack County, New Hampshire"
"239","52","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","10","0","11","5","7","27","22","12","12","21","16","46","39","53","29","46","26","22","15","0","11","0","11","0","11","0","11","1400000US33013032300","Census Tract 323, Merrimack County, New Hampshire"
"556","101","31","46","0","11","11","18","12","19","25","28","0","11","0","11","17","21","0","11","21","24","0","11","0","11","35","54","34","32","10","16","10","16","84","47","109","58","76","47","59","40","0","11","22","34","0","11","0","11","0","11","0","11","1400000US33013032400","Census Tract 324, Merrimack County, New Hampshire"
"952","112","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","39","43","0","11","12","19","40","48","105","52","145","55","176","48","127","53","205","68","68","56","10","16","6","11","19","31","1400000US33013032500","Census Tract 325, Merrimack County, New Hampshire"
"573","89","9","16","10","15","7","11","18","20","5","9","0","11","0","11","0","11","18","23","0","11","0","11","0","11","7","11","23","17","40","34","53","41","61","38","159","60","110","55","46","30","0","11","7","11","0","11","0","11","0","11","0","11","1400000US33013032600","Census Tract 326, Merrimack County, New Hampshire"
"456","60","4","6","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","86","35","91","31","60","27","22","16","49","22","70","25","70","40","4","6","0","11","0","11","0","11","0","11","0","11","1400000US33013032701","Census Tract 327.01, Merrimack County, New Hampshire"
"934","88","0","11","9","16","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","0","11","9","15","11","18","73","48","26","24","117","48","125","57","336","87","196","58","24","26","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032706","Census Tract 327.06, Merrimack County, New Hampshire"
"1580","149","0","16","0","16","0","16","0","16","0","16","9","18","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","41","41","72","51","179","75","252","106","368","157","392","108","244","96","10","17","0","16","13","20","0","16","0","16","1400000US33013032800","Census Tract 328, Merrimack County, New Hampshire"
"372","100","0","11","21","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","22","33","0","11","13","22","63","46","12","20","94","61","113","71","0","11","34","42","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33013032900","Census Tract 329, Merrimack County, New Hampshire"
"882","80","5","8","0","11","35","39","0","11","4","6","6","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","5","8","32","21","91","47","75","41","167","42","211","51","170","51","44","25","29","18","0","11","0","11","3","5","5","8","1400000US33013033000","Census Tract 330, Merrimack County, New Hampshire"
"1505","107","8","13","0","11","7","11","28","31","22","16","0","11","14","17","38","47","61","72","25","30","18","20","25","28","13","20","11","17","12","19","90","53","55","34","479","102","305","100","175","83","43","34","62","59","0","11","0","11","0","11","14","22","1400000US33013034000","Census Tract 340, Merrimack County, New Hampshire"
"1076","143","0","11","0","11","7","12","9","15","14","21","10","15","0","11","0","11","0","11","30","28","26","23","0","11","0","11","110","64","55","39","149","75","151","74","210","86","178","79","72","54","26","23","18","21","0","11","11","17","0","11","0","11","1400000US33013035000","Census Tract 350, Merrimack County, New Hampshire"
"1759","181","35","49","24","38","0","16","0","16","0","16","31","51","0","16","0","16","0","16","54","73","67","73","0","16","0","16","75","60","50","76","178","108","73","53","361","112","234","86","468","145","102","93","7","27","0","16","0","16","0","16","0","16","1400000US33013036000","Census Tract 360, Merrimack County, New Hampshire"
"892","67","0","11","0","11","0","11","5","7","0","11","0","11","0","11","8","12","6","9","0","11","6","9","7","11","0","11","42","45","42","27","49","25","81","44","147","40","181","49","215","53","53","25","31","19","10","10","9","13","0","11","0","11","1400000US33013037000","Census Tract 370, Merrimack County, New Hampshire"
"1086","143","14","24","14","27","28","28","23","19","8","14","0","11","18","22","0","11","0","11","29","30","0","11","0","11","0","11","26","33","82","44","168","87","112","74","317","115","97","49","75","67","52","29","9","15","0","11","14","21","0","11","0","11","1400000US33013038000","Census Tract 380, Merrimack County, New Hampshire"
"1458","131","9","9","5","7","0","11","9","10","5","7","0","11","0","11","0","11","6","8","16","20","3","5","18","21","5","7","17","13","57","26","141","50","145","41","284","62","305","54","296","64","78","31","44","27","11","9","4","6","0","11","0","11","1400000US33013038500","Census Tract 385, Merrimack County, New Hampshire"
"1950","130","11","20","0","16","0","16","0","16","0","16","0","16","0","16","13","23","22","35","5","11","49","41","0","16","28","30","101","95","41","46","83","71","160","77","320","107","317","124","485","147","195","79","102","61","18","29","0","16","0","16","0","16","1400000US33013039000","Census Tract 390, Merrimack County, New Hampshire"
"1356","138","0","11","0","11","20","32","0","11","8","12","16","24","0","11","0","11","8","13","0","11","0","11","0","11","0","11","31","33","42","45","87","60","145","83","391","122","219","98","259","80","12","21","105","63","13","21","0","11","0","11","0","11","1400000US33013040000","Census Tract 400, Merrimack County, New Hampshire"
"2099","91","3","4","0","16","4","5","0","16","9","9","6","9","0","16","3","5","5","7","0","16","3","6","18","18","5","8","21","18","102","45","120","39","193","66","451","80","354","65","449","86","181","44","73","34","51","33","39","25","0","16","9","11","1400000US33013040500","Census Tract 405, Merrimack County, New Hampshire"
"1256","148","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","23","0","11","13","15","24","23","58","39","87","56","99","57","136","62","259","78","242","74","155","69","29","24","29","26","43","40","56","40","1400000US33013041000","Census Tract 410, Merrimack County, New Hampshire"
"1337","97","7","7","3","5","21","22","4","5","3","5","9","13","12","19","0","11","7","7","20","17","23","22","25","20","14","9","73","35","78","32","134","32","174","40","213","50","178","54","183","48","78","35","65","32","6","7","4","5","0","11","3","5","1400000US33013041500","Census Tract 415, Merrimack County, New Hampshire"
"1415","100","0","11","0","11","9","14","7","10","0","11","0","11","8","9","0","11","4","6","0","11","0","11","5","8","4","6","74","42","116","53","164","55","152","48","307","71","135","42","270","67","76","34","64","26","0","11","0","11","0","11","20","27","1400000US33013042500","Census Tract 425, Merrimack County, New Hampshire"
"976","137","0","11","13","20","0","11","0","11","0","11","0","11","14","22","0","11","0","11","0","11","0","11","24","31","15","23","148","79","125","74","127","65","119","64","142","64","121","60","98","81","11","19","0","11","0","11","0","11","9","16","10","16","1400000US33013043001","Census Tract 430.01, Merrimack County, New Hampshire"
"1504","152","18","20","0","11","0","11","31","25","0","11","8","14","18","20","0","11","11","19","21","33","19","21","36","35","28","26","181","85","203","91","427","130","130","64","109","46","118","80","85","51","29","29","23","24","9","13","0","11","0","11","0","11","1400000US33013043002","Census Tract 430.02, Merrimack County, New Hampshire"
"1390","132","0","11","31","28","11","15","0","11","12","18","0","11","0","11","0","11","38","44","0","11","0","11","45","45","21","25","91","54","92","48","208","86","248","102","257","86","223","83","96","56","0","11","7","12","0","11","0","11","0","11","10","15","1400000US33013044000","Census Tract 440, Merrimack County, New Hampshire"
"1099","149","62","62","0","11","26","21","28","28","8","14","40","34","42","33","84","57","18","28","17","19","19","16","11","15","9","13","38","36","29","26","166","55","143","58","83","40","184","88","76","57","16","19","0","11","0","11","0","11","0","11","0","11","1400000US33013044100","Census Tract 441, Merrimack County, New Hampshire"
"1843","160","0","16","0","16","0","16","0","16","7","12","0","16","0","16","0","16","16","26","0","16","0","16","59","73","17","21","18","29","36","43","173","94","87","57","482","137","146","84","516","137","239","115","47","63","0","16","0","16","0","16","0","16","1400000US33013044200","Census Tract 442, Merrimack County, New Hampshire"
"1049","122","31","34","0","11","0","11","23","26","13","21","36","23","0","11","12","18","19","23","37","44","23","25","20","24","32","28","15","19","51","34","97","45","70","39","196","88","222","75","91","49","52","40","0","11","9","14","0","11","0","11","0","11","1400000US33013044300","Census Tract 443, Merrimack County, New Hampshire"
"1361","102","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","17","0","11","0","11","14","21","40","38","45","35","114","58","275","97","296","76","380","108","88","45","86","48","5","8","0","11","0","11","7","11","1400000US33015003301","Census Tract 33.01, Rockingham County, New Hampshire"
"1110","92","7","11","13","21","9","14","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","11","16","20","22","10","15","37","29","77","58","279","82","341","90","211","76","37","28","49","32","9","13","0","16","0","16","0","16","1400000US33015003302","Census Tract 33.02, Rockingham County, New Hampshire"
"1134","168","0","16","0","16","0","16","0","16","0","16","0","16","0","16","25","39","20","18","18","28","16","26","23","34","27","31","175","111","14","22","104","71","141","69","326","133","165","98","67","89","13","21","0","16","0","16","0","16","0","16","0","16","1400000US33015003400","Census Tract 34, Rockingham County, New Hampshire"
"766","151","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","17","27","36","43","52","41","143","71","205","120","146","75","73","73","64","50","12","19","0","16","18","29","0","16","0","16","0","16","1400000US33015003500","Census Tract 35, Rockingham County, New Hampshire"
"2035","201","24","28","0","16","0","16","0","16","0","16","0","16","0","16","23","37","19","31","20","31","0","16","16","27","0","16","124","76","225","130","161","87","157","106","467","140","336","126","335","117","59","50","43","70","26","43","0","16","0","16","0","16","1400000US33015003601","Census Tract 36.01, Rockingham County, New Hampshire"
"1885","96","0","16","0","16","0","16","0","16","0","16","10","17","0","16","9","14","18","27","0","16","15","23","0","16","19","22","43","41","49","38","77","52","25","28","374","127","306","93","680","138","179","57","72","47","0","16","9","15","0","16","0","16","1400000US33015003602","Census Tract 36.02, Rockingham County, New Hampshire"
"1334","91","0","11","0","11","0","11","0","11","0","11","0","11","11","17","11","17","0","11","0","11","0","11","0","11","0","11","22","25","10","16","70","40","42","34","270","99","286","98","505","125","92","41","15","17","0","11","0","11","0","11","0","11","1400000US33015003701","Census Tract 37.01, Rockingham County, New Hampshire"
"1781","156","0","16","20","32","44","68","0","16","7","11","0","16","15","24","48","48","0","16","0","16","0","16","0","16","0","16","20","23","68","35","140","80","67","48","114","74","310","104","311","112","308","108","271","96","0","16","0","16","38","50","0","16","1400000US33015003703","Census Tract 37.03, Rockingham County, New Hampshire"
"1286","55","18","19","0","11","0","11","0","11","10","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","27","28","120","50","24","26","85","47","207","66","446","96","230","86","110","51","0","11","9","16","0","11","0","11","1400000US33015003801","Census Tract 38.01, Rockingham County, New Hampshire"
"1418","64","0","11","0","11","0","11","0","11","11","17","8","13","0","11","8","13","0","11","0","11","0","11","0","11","0","11","10","16","0","11","0","11","21","16","159","58","277","98","501","89","291","74","116","44","16","18","0","11","0","11","0","11","1400000US33015003802","Census Tract 38.02, Rockingham County, New Hampshire"
"1091","95","0","11","0","11","0","11","0","11","0","11","21","25","0","11","0","11","21","25","29","23","8","16","0","11","0","11","70","57","40","34","49","33","28","25","78","37","115","67","454","114","143","56","24","28","11","17","0","11","0","11","0","11","1400000US33015003901","Census Tract 39.01, Rockingham County, New Hampshire"
"1079","91","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","33","24","53","46","36","28","111","59","205","84","341","99","259","76","29","28","12","17","0","11","0","11","0","11","1400000US33015003902","Census Tract 39.02, Rockingham County, New Hampshire"
"1819","147","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","18","26","6","9","0","16","10","17","10","16","72","47","307","106","317","94","530","105","350","89","156","57","30","29","13","20","0","16","0","16","1400000US33015004000","Census Tract 40, Rockingham County, New Hampshire"
"1454","91","0","11","0","11","11","17","9","14","0","11","0","11","46","62","19","21","0","11","14","20","9","15","0","11","0","11","37","45","15","18","28","28","61","35","191","68","436","90","425","92","99","42","39","31","0","11","0","11","0","11","15","18","1400000US33015050000","Census Tract 500, Rockingham County, New Hampshire"
"1642","95","0","16","0","16","0","16","0","16","0","16","11","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","32","31","9","14","15","23","56","61","109","60","279","92","592","128","356","93","172","81","11","18","0","16","0","16","0","16","1400000US33015051000","Census Tract 510, Rockingham County, New Hampshire"
"2025","145","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","32","37","21","35","32","37","50","50","314","121","461","138","757","191","252","126","62","47","0","16","44","68","0","16","0","16","1400000US33015052000","Census Tract 520, Rockingham County, New Hampshire"
"1430","117","8","12","0","11","8","13","0","11","13","19","12","19","8","14","21","24","24","38","16","23","15","13","10","15","0","11","17","19","0","11","78","67","37","32","256","89","291","84","493","93","107","56","16","23","0","11","0","11","0","11","0","11","1400000US33015053000","Census Tract 530, Rockingham County, New Hampshire"
"1614","99","17","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","12","0","11","17","19","10","15","33","29","25","24","56","54","121","59","340","83","344","79","431","94","142","67","70","63","0","11","0","11","0","11","0","11","1400000US33015054000","Census Tract 540, Rockingham County, New Hampshire"
"1812","199","0","16","0","16","19","31","0","16","0","16","16","25","0","16","0","16","13","22","0","16","22","29","24","34","20","30","80","51","82","68","204","119","153","74","433","129","356","123","270","133","120","85","0","16","0","16","0","16","0","16","0","16","1400000US33015055001","Census Tract 550.01, Rockingham County, New Hampshire"
"1412","144","10","17","9","16","0","11","0","11","31","38","46","46","63","62","15","17","8","13","8","13","0","11","0","11","0","11","36","30","7","11","79","68","146","63","444","120","276","86","185","113","25","28","24","39","0","11","0","11","0","11","0","11","1400000US33015055002","Census Tract 550.02, Rockingham County, New Hampshire"
