"B25096_001E","B25096_001M","B25096_002E","B25096_002M","B25096_003E","B25096_003M","B25096_004E","B25096_004M","B25096_005E","B25096_005M","B25096_006E","B25096_006M","B25096_007E","B25096_007M","B25096_008E","B25096_008M","B25096_009E","B25096_009M","B25096_010E","B25096_010M","B25096_011E","B25096_011M","B25096_012E","B25096_012M","B25096_013E","B25096_013M","B25096_014E","B25096_014M","B25096_015E","B25096_015M","B25096_016E","B25096_016M","B25096_017E","B25096_017M","B25096_018E","B25096_018M","B25096_019E","B25096_019M","B25096_020E","B25096_020M","B25096_021E","B25096_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!With a mortgage:","Margin of Error!!Total:!!With a mortgage:","Estimate!!Total:!!With a mortgage:!!Less than $50,000","Margin of Error!!Total:!!With a mortgage:!!Less than $50,000","Estimate!!Total:!!With a mortgage:!!$50,000 to $99,999","Margin of Error!!Total:!!With a mortgage:!!$50,000 to $99,999","Estimate!!Total:!!With a mortgage:!!$100,000 to $149,999","Margin of Error!!Total:!!With a mortgage:!!$100,000 to $149,999","Estimate!!Total:!!With a mortgage:!!$150,000 to $199,999","Margin of Error!!Total:!!With a mortgage:!!$150,000 to $199,999","Estimate!!Total:!!With a mortgage:!!$200,000 to $299,999","Margin of Error!!Total:!!With a mortgage:!!$200,000 to $299,999","Estimate!!Total:!!With a mortgage:!!$300,000 to $499,999","Margin of Error!!Total:!!With a mortgage:!!$300,000 to $499,999","Estimate!!Total:!!With a mortgage:!!$500,000 to $749,999","Margin of Error!!Total:!!With a mortgage:!!$500,000 to $749,999","Estimate!!Total:!!With a mortgage:!!$750,000 to $999,999","Margin of Error!!Total:!!With a mortgage:!!$750,000 to $999,999","Estimate!!Total:!!With a mortgage:!!$1,000,000 or more","Margin of Error!!Total:!!With a mortgage:!!$1,000,000 or more","Estimate!!Total:!!Not mortgaged:","Margin of Error!!Total:!!Not mortgaged:","Estimate!!Total:!!Not mortgaged:!!Less than $50,000","Margin of Error!!Total:!!Not mortgaged:!!Less than $50,000","Estimate!!Total:!!Not mortgaged:!!$50,000 to $99,999","Margin of Error!!Total:!!Not mortgaged:!!$50,000 to $99,999","Estimate!!Total:!!Not mortgaged:!!$100,000 to $149,999","Margin of Error!!Total:!!Not mortgaged:!!$100,000 to $149,999","Estimate!!Total:!!Not mortgaged:!!$150,000 to $199,999","Margin of Error!!Total:!!Not mortgaged:!!$150,000 to $199,999","Estimate!!Total:!!Not mortgaged:!!$200,000 to $299,999","Margin of Error!!Total:!!Not mortgaged:!!$200,000 to $299,999","Estimate!!Total:!!Not mortgaged:!!$300,000 to $499,999","Margin of Error!!Total:!!Not mortgaged:!!$300,000 to $499,999","Estimate!!Total:!!Not mortgaged:!!$500,000 to $749,999","Margin of Error!!Total:!!Not mortgaged:!!$500,000 to $749,999","Estimate!!Total:!!Not mortgaged:!!$750,000 to $999,999","Margin of Error!!Total:!!Not mortgaged:!!$750,000 to $999,999","Estimate!!Total:!!Not mortgaged:!!$1,000,000 or more","Margin of Error!!Total:!!Not mortgaged:!!$1,000,000 or more","id","Geographic Area Name"
"1141","106","684","91","4","5","47","31","21","17","131","38","268","75","161","52","19","17","27","24","6","6","457","80","30","30","39","24","5","7","63","36","90","33","139","46","40","25","15","12","36","29","1400000US33001965100","Census Tract 9651, Belknap County, New Hampshire"
"1024","126","492","107","0","11","0","11","36","36","132","79","84","52","156","74","11","18","36","30","37","35","532","115","81","43","0","11","27","43","55","40","63","52","88","51","141","73","45","34","32","30","1400000US33001965200","Census Tract 9652, Belknap County, New Hampshire"
"1067","150","551","127","32","43","0","11","100","61","95","72","146","64","88","46","48","35","42","39","0","11","516","109","30","29","0","11","24","38","110","59","102","51","129","71","37","29","55","41","29","32","1400000US33001965300","Census Tract 9653, Belknap County, New Hampshire"
"895","99","646","97","0","11","15","16","26","22","93","36","327","91","140","48","32","29","0","11","13","19","249","71","18","22","5","8","7","10","3","7","57","28","143","63","16","15","0","11","0","11","1400000US33001965400","Census Tract 9654, Belknap County, New Hampshire"
"933","130","527","107","43","35","27","31","65","38","176","70","181","78","35","22","0","11","0","11","0","11","406","98","156","83","47","29","71","33","76","38","33","28","17","19","6","11","0","11","0","11","1400000US33001965598","Census Tract 9655.98, Belknap County, New Hampshire"
"1351","119","904","122","21","28","30","28","146","77","191","78","280","100","135","58","84","78","0","11","17","19","447","110","0","11","0","11","21","23","68","44","166","69","153","62","27","35","12","16","0","11","1400000US33001965600","Census Tract 9656, Belknap County, New Hampshire"
"1518","166","1078","135","0","11","11","17","156","84","424","119","362","90","125","59","0","11","0","11","0","11","440","106","14","23","27","30","89","65","96","58","73","45","121","57","8","13","0","11","12","20","1400000US33001965700","Census Tract 9657, Belknap County, New Hampshire"
"2528","255","1452","176","15","24","80","59","241","126","238","115","614","124","199","95","30","35","16","26","19","32","1076","253","182","96","364","196","68","43","188","162","56","48","160","77","0","16","14","23","44","69","1400000US33001965800","Census Tract 9658, Belknap County, New Hampshire"
"1014","125","670","121","22","25","79","49","115","71","310","104","128","66","16","26","0","11","0","11","0","11","344","78","8","11","92","54","78","56","39","36","114","64","13","20","0","11","0","11","0","11","1400000US33001965900","Census Tract 9659, Belknap County, New Hampshire"
"1094","204","679","177","0","16","46","52","141","91","97","63","257","131","92","66","27","42","0","16","19","31","415","138","0","16","30","35","57","56","91","61","125","63","74","70","18","28","20","33","0","16","1400000US33001966000","Census Tract 9660, Belknap County, New Hampshire"
"1264","145","813","146","39","35","43","39","58","49","217","92","214","91","162","64","69","38","11","18","0","11","451","88","11","17","32","32","60","37","129","61","119","47","83","49","11","14","6","9","0","11","1400000US33001966100","Census Tract 9661, Belknap County, New Hampshire"
"648","101","487","92","0","11","0","11","68","44","179","76","133","56","41","35","24","27","11","16","31","28","161","56","12","18","8","12","23","25","42","29","11","18","18","20","31","32","0","11","16","18","1400000US33001966200","Census Tract 9662, Belknap County, New Hampshire"
"535","80","195","55","0","11","0","11","0","11","23","16","47","29","74","34","11","11","4","6","36","21","340","67","103","48","4","6","13","13","0","11","19","16","83","41","55","28","11","11","52","29","1400000US33001966401","Census Tract 9664.01, Belknap County, New Hampshire"
"2028","177","1414","178","97","91","16","25","92","68","218","106","503","143","363","130","99","82","26","28","0","16","614","144","36","37","35","33","43","42","147","100","198","83","104","56","51","46","0","16","0","16","1400000US33001966402","Census Tract 9664.02, Belknap County, New Hampshire"
"1878","179","1337","165","49","77","62","78","73","72","149","75","511","149","298","110","44","42","56","88","95","85","541","150","0","16","31","26","75","78","42","46","112","78","99","80","82","59","54","44","46","43","1400000US33001966500","Census Tract 9665, Belknap County, New Hampshire"
"1500","224","912","193","0","11","3","5","33","52","273","122","145","86","331","162","108","75","5","5","14","17","588","163","22","23","38","55","17","25","59","63","158","107","74","40","182","84","21","21","17","17","1400000US33003955100","Census Tract 9551, Carroll County, New Hampshire"
"1874","275","976","272","35","41","84","90","99","101","222","142","237","115","188","142","68","75","0","16","43","62","898","255","182","119","164","114","50","52","57","50","169","111","252","130","21","25","1","4","2","4","1400000US33003955300","Census Tract 9553, Carroll County, New Hampshire"
"1372","183","789","129","13","21","52","58","44","36","330","100","281","99","16","20","43","34","10","16","0","11","583","154","9","15","101","58","128","66","115","66","134","89","79","54","0","11","9","14","8","12","1400000US33003955400","Census Tract 9554, Carroll County, New Hampshire"
"894","110","496","80","0","11","10","15","50","39","122","42","181","62","85","44","27","17","19","15","2","3","398","86","17","26","0","11","24","17","72","42","132","55","112","51","20","13","5","8","16","12","1400000US33003955500","Census Tract 9555, Carroll County, New Hampshire"
"1772","163","892","162","55","73","59","63","168","115","232","84","203","79","116","42","26","21","18","12","15","15","880","150","145","81","29","25","34","29","91","43","283","106","204","74","60","34","0","16","34","26","1400000US33003955600","Census Tract 9556, Carroll County, New Hampshire"
"1065","105","549","97","11","14","49","31","62","33","139","38","143","46","120","44","15","11","7","7","3","5","516","73","3","6","66","33","46","22","74","31","153","46","105","40","49","22","6","8","14","11","1400000US33003955800","Census Tract 9558, Carroll County, New Hampshire"
"1540","176","801","136","0","11","78","64","84","67","316","104","247","94","60","36","16","27","0","11","0","11","739","168","143","73","149","99","111","79","127","75","123","75","66","62","10","15","10","18","0","11","1400000US33003955900","Census Tract 9559, Carroll County, New Hampshire"
"2190","227","1606","219","17","22","0","16","320","150","348","127","508","158","331","116","60","81","4","8","18","25","584","149","28","30","14","20","56","72","95","72","151","91","178","96","59","37","3","6","0","16","1400000US33003956000","Census Tract 9560, Carroll County, New Hampshire"
"2429","221","1451","217","40","47","0","16","0","16","120","84","616","192","484","206","111","79","80","71","0","16","978","223","17","28","48","66","52","58","86","67","343","179","254","122","138","126","0","16","40","48","1400000US33003956100","Census Tract 9561, Carroll County, New Hampshire"
"1531","124","896","139","0","11","8","12","49","36","65","41","316","114","279","100","49","34","43","39","87","39","635","106","8","13","0","11","22","22","81","44","158","63","154","66","99","47","46","40","67","35","1400000US33003956300","Census Tract 9563, Carroll County, New Hampshire"
"858","101","418","75","0","11","42","33","8","11","69","49","122","42","79","34","56","35","20","24","22","27","440","93","46","37","35","33","16","14","21","15","143","52","140","60","8","12","6","9","25","17","1400000US33003956400","Census Tract 9564, Carroll County, New Hampshire"
"1381","92","788","70","0","11","54","24","101","32","241","52","259","52","125","40","4","5","2","4","2","3","593","73","43","31","65","26","110","37","129","43","135","42","98","33","0","11","5","7","8","8","1400000US33005970100","Census Tract 9701, Cheshire County, New Hampshire"
"1244","126","658","95","0","11","55","37","85","55","177","76","179","72","143","77","19","16","0","11","0","11","586","129","0","11","47","46","56","47","47","29","231","99","152","68","34","33","19","23","0","11","1400000US33005970200","Census Tract 9702, Cheshire County, New Hampshire"
"1825","100","1014","88","14","8","36","24","82","32","227","48","383","57","220","43","38","19","5","5","9","7","811","89","5","7","40","18","99","34","118","33","246","44","198","51","52","21","27","15","26","15","1400000US33005970400","Census Tract 9704, Cheshire County, New Hampshire"
"1385","174","834","160","0","16","21","36","111","65","325","113","255","115","122","66","0","16","0","16","0","16","551","137","88","82","29","36","34","40","201","90","130","82","40","39","14","23","15","25","0","16","1400000US33005970500","Census Tract 9705, Cheshire County, New Hampshire"
"1464","175","986","145","8","12","23","28","36","33","210","84","468","98","148","55","54","65","15","22","24","23","478","114","13","13","28","25","31","30","56","35","186","82","104","54","60","46","0","16","0","16","1400000US33005970600","Census Tract 9706, Cheshire County, New Hampshire"
"1252","84","763","87","7","10","26","20","82","37","256","62","310","64","82","38","0","11","0","11","0","11","489","67","34","29","32","17","75","46","130","40","171","51","36","17","8","10","3","5","0","11","1400000US33005970700","Census Tract 9707, Cheshire County, New Hampshire"
"1190","95","708","94","16","15","47","41","187","55","210","57","103","40","110","43","24","30","0","11","11","13","482","91","91","46","31","28","84","41","96","44","128","56","41","29","0","11","11","12","0","11","1400000US33005970800","Census Tract 9708, Cheshire County, New Hampshire"
"2195","255","1392","230","129","123","23","36","283","137","385","149","400","142","172","98","0","16","0","16","0","16","803","193","189","95","83","79","106","78","131","70","198","102","79","58","17","27","0","16","0","16","1400000US33005970900","Census Tract 9709, Cheshire County, New Hampshire"
"1630","138","829","152","30","38","0","16","95","62","230","118","435","110","39","32","0","16","0","16","0","16","801","156","263","94","22","25","107","72","55","41","147","88","198","99","9","15","0","16","0","16","1400000US33005971000","Census Tract 9710, Cheshire County, New Hampshire"
"853","169","527","142","0","16","13","21","15","23","282","128","119","85","98","59","0","16","0","16","0","16","326","137","15","25","14","22","103","63","76","58","75","77","43","68","0","16","0","16","0","16","1400000US33005971100","Census Tract 9711, Cheshire County, New Hampshire"
"658","97","452","95","0","11","10","17","108","50","199","71","92","55","43","50","0","11","0","11","0","11","206","69","0","11","30","25","9","15","90","46","51","36","26","25","0","11","0","11","0","11","1400000US33005971300","Census Tract 9713, Cheshire County, New Hampshire"
"572","92","354","90","10","17","18","19","104","59","122","47","82","51","18","20","0","16","0","16","0","16","218","84","9","15","45","35","92","72","31","27","27","25","14","17","0","16","0","16","0","16","1400000US33005971401","Census Tract 9714.01, Cheshire County, New Hampshire"
"1148","98","566","102","0","11","0","11","56","48","224","62","193","59","76","44","17","25","0","11","0","11","582","83","25","27","0","11","7","11","159","62","267","81","105","38","13","15","0","11","6","9","1400000US33005971402","Census Tract 9714.02, Cheshire County, New Hampshire"
"1698","216","1064","176","18","31","15","20","57","42","228","91","375","103","320","133","19","18","32","36","0","16","634","154","12","10","50","45","56","71","155","61","101","41","216","108","24","20","17","14","3","6","1400000US33005971500","Census Tract 9715, Cheshire County, New Hampshire"
"1333","160","767","127","82","51","114","63","158","57","228","72","145","104","9","13","31","44","0","11","0","11","566","145","222","101","29","26","135","67","104","55","76","42","0","11","0","11","0","11","0","11","1400000US33005971600","Census Tract 9716, Cheshire County, New Hampshire"
"1101","194","556","144","37","35","96","59","187","90","93","59","110","80","33","52","0","11","0","11","0","11","545","147","189","78","36","25","79","49","82","67","159","86","0","11","0","11","0","11","0","11","1400000US33005971700","Census Tract 9717, Cheshire County, New Hampshire"
"836","66","348","53","10","8","66","29","81","31","53","30","103","35","35","17","0","11","0","11","0","11","488","69","40","21","125","42","124","46","67","25","88","36","29","18","12","13","3","4","0","11","1400000US33007950100","Census Tract 9501, Coos County, New Hampshire"
"965","77","414","66","23","17","98","44","78","44","83","37","93","37","27","17","12","12","0","11","0","11","551","76","112","47","139","46","64","27","69","32","109","43","46","29","3","5","0","11","9","9","1400000US33007950200","Census Tract 9502, Coos County, New Hampshire"
"727","56","390","42","3","4","61","27","79","24","133","31","88","28","20","10","6","7","0","11","0","11","337","50","21","12","53","19","55","18","73","31","93","25","35","24","4","5","3","4","0","11","1400000US33007950300","Census Tract 9503, Coos County, New Hampshire"
"1064","89","469","80","82","40","164","54","104","43","59","34","46","21","14","16","0","11","0","11","0","11","595","72","168","57","179","41","104","32","32","17","73","37","20","14","0","11","0","11","19","16","1400000US33007950400","Census Tract 9504, Coos County, New Hampshire"
"1019","108","547","109","49","42","69","44","222","85","80","50","105","57","14","20","8","12","0","11","0","11","472","99","69","42","126","59","90","54","76","44","60","32","27","23","15","22","9","14","0","11","1400000US33007950500","Census Tract 9505, Coos County, New Hampshire"
"822","133","428","117","34","25","182","90","111","65","25","24","49","46","27","38","0","11","0","11","0","11","394","106","81","49","183","80","76","40","43","28","11","16","0","11","0","11","0","11","0","11","1400000US33007950600","Census Tract 9506, Coos County, New Hampshire"
"871","117","370","92","18","19","136","55","155","79","9","14","47","42","0","11","0","11","5","11","0","11","501","85","86","44","231","64","131","54","27","24","17","28","9","15","0","11","0","11","0","11","1400000US33007950700","Census Tract 9507, Coos County, New Hampshire"
"535","89","301","79","42","34","163","65","76","43","11","18","9","14","0","11","0","11","0","11","0","11","234","80","100","55","81","41","25","24","22","34","0","11","6","12","0","11","0","11","0","11","1400000US33007950800","Census Tract 9508, Coos County, New Hampshire"
"1123","88","517","68","10","16","29","27","166","61","99","47","120","46","86","44","7","10","0","11","0","11","606","89","97","47","130","58","109","51","90","47","108","44","60","38","7","12","0","11","5","7","1400000US33007950900","Census Tract 9509, Coos County, New Hampshire"
"759","75","395","59","7","6","13","10","76","30","76","33","140","40","59","19","16","9","4","4","4","5","364","53","9","7","39","19","42","16","82","30","106","29","65","28","19","10","2","3","0","11","1400000US33007951000","Census Tract 9510, Coos County, New Hampshire"
"1007","101","473","83","16","17","122","43","118","37","116","50","57","31","32","20","12","14","0","11","0","11","534","86","83","31","103","43","124","47","106","47","66","26","41","21","11","11","0","11","0","11","1400000US33007951100","Census Tract 9511, Coos County, New Hampshire"
"1510","218","853","214","13","25","76","45","127","80","286","147","311","128","40","47","0","16","0","16","0","16","657","139","78","58","125","76","114","74","106","68","106","60","60","56","35","42","13","27","20","30","1400000US33009960100","Census Tract 9601, Grafton County, New Hampshire"
"1401","109","819","94","15","20","19","17","171","45","115","43","189","56","218","50","68","41","19","21","5","5","582","96","45","38","37","19","76","35","96","49","188","55","77","30","41","13","15","17","7","7","1400000US33009960200","Census Tract 9602, Grafton County, New Hampshire"
"1649","98","830","88","12","9","95","31","146","40","219","53","214","45","118","34","19","9","2","3","5","8","819","69","50","19","155","53","138","36","155","28","155","40","116","35","29","22","7","6","14","9","1400000US33009960300","Census Tract 9603, Grafton County, New Hampshire"
"1203","127","627","78","34","42","34","32","91","34","167","60","185","53","92","37","19","15","3","4","2","3","576","109","35","24","33","21","20","16","76","43","187","70","161","60","57","46","0","11","7","8","1400000US33009960400","Census Tract 9604, Grafton County, New Hampshire"
"772","82","369","64","26","16","41","19","44","24","135","44","83","31","23","13","8","8","4","5","5","7","403","71","40","23","70","31","58","29","74","27","98","32","46","21","6","5","0","11","11","17","1400000US33009960500","Census Tract 9605, Grafton County, New Hampshire"
"1335","147","824","127","113","91","168","81","312","126","44","37","118","62","24","38","45","51","0","11","0","11","511","121","123","89","68","44","79","49","100","89","111","68","13","21","0","11","17","28","0","11","1400000US33009960600","Census Tract 9606, Grafton County, New Hampshire"
"983","71","599","56","13","9","6","6","58","28","150","34","191","39","158","34","13","19","4","5","6","7","384","58","16","10","46","22","55","24","57","22","85","28","57","18","15","11","18","13","35","29","1400000US33009960700","Census Tract 9607, Grafton County, New Hampshire"
"1578","201","917","160","0","11","36","25","167","94","314","94","217","77","183","86","0","11","0","11","0","11","661","144","109","90","89","53","43","27","194","76","122","53","89","73","12","9","0","11","3","5","1400000US33009960800","Census Tract 9608, Grafton County, New Hampshire"
"1158","78","615","67","23","15","13","12","59","21","50","22","121","29","140","32","136","38","40","19","33","16","543","56","20","15","41","21","60","24","56","18","88","40","148","31","61","15","37","21","32","15","1400000US33009960900","Census Tract 9609, Grafton County, New Hampshire"
"1379","271","950","270","18","28","27","47","104","89","427","218","158","76","192","119","0","16","24","39","0","16","429","177","167","107","19","30","36","42","80","76","94","83","33","37","0","16","0","16","0","16","1400000US33009961000","Census Tract 9610, Grafton County, New Hampshire"
"1074","124","583","106","20","14","31","32","110","47","99","44","164","60","108","44","29","22","16","16","6","10","491","112","30","26","52","34","54","36","25","17","153","61","108","47","24","30","0","11","45","45","1400000US33009961100","Census Tract 9611, Grafton County, New Hampshire"
"1323","137","719","130","20","20","37","27","75","38","233","88","202","71","99","42","27","20","5","5","21","15","604","113","56","43","34","27","62","54","103","49","138","46","144","51","34","25","0","11","33","32","1400000US33009961200","Census Tract 9612, Grafton County, New Hampshire"
"1236","80","752","74","13","10","69","28","142","45","225","48","220","41","71","27","9","7","0","11","3","4","484","55","42","20","49","17","60","20","142","31","138","36","43","15","0","11","0","11","10","8","1400000US33009961300","Census Tract 9613, Grafton County, New Hampshire"
"1190","151","698","124","23","25","33","29","132","91","166","74","206","89","113","59","25","33","0","11","0","11","492","136","50","46","20","28","60","45","83","52","192","74","70","49","17","19","0","11","0","11","1400000US33009961400","Census Tract 9614, Grafton County, New Hampshire"
"1323","176","828","157","35","49","26","30","58","50","170","81","246","93","173","107","77","87","16","26","27","32","495","131","43","39","12","20","39","40","13","20","143","87","131","65","97","63","17","26","0","11","1400000US33009961500","Census Tract 9615, Grafton County, New Hampshire"
"815","123","513","104","0","11","0","11","0","11","0","11","56","57","211","74","150","58","47","28","49","32","302","78","0","11","0","11","0","11","0","11","37","29","84","40","90","43","84","37","7","11","1400000US33009961601","Census Tract 9616.01, Grafton County, New Hampshire"
"1053","138","589","109","0","16","0","16","0","16","0","16","61","53","93","64","193","83","130","73","112","57","464","131","17","27","0","16","17","26","0","16","60","46","169","100","71","55","37","42","93","51","1400000US33009961602","Census Tract 9616.02, Grafton County, New Hampshire"
"1623","189","973","148","0","16","12","21","39","35","293","126","390","126","185","78","27","31","0","16","27","31","650","150","0","16","41","24","67","51","101","85","193","75","166","90","54","84","0","16","28","31","1400000US33009961700","Census Tract 9617, Grafton County, New Hampshire"
"1476","154","891","140","19","30","27","23","39","42","50","48","402","115","246","104","108","72","0","16","0","16","585","139","124","101","73","44","16","26","46","44","175","105","136","74","0","16","0","16","15","24","1400000US33009961800","Census Tract 9618, Grafton County, New Hampshire"
"735","100","527","96","0","11","20","22","26","41","46","33","117","65","259","65","50","32","9","15","0","11","208","63","10","15","0","11","0","11","0","11","102","47","85","46","11","17","0","11","0","11","1400000US33011000101","Census Tract 1.01, Hillsborough County, New Hampshire"
"1256","95","782","107","0","16","0","16","18","20","125","56","305","85","284","82","40","46","10","15","0","16","474","81","0","16","7","12","16","18","58","33","179","69","197","58","8","13","0","16","9","12","1400000US33011000102","Census Tract 1.02, Hillsborough County, New Hampshire"
"463","62","330","66","22","21","0","11","31","25","106","42","103","41","60","34","8","15","0","11","0","11","133","36","3","6","0","11","13","12","44","23","65","23","8","11","0","11","0","11","0","11","1400000US33011000202","Census Tract 2.02, Hillsborough County, New Hampshire"
"368","84","229","88","0","11","41","32","66","54","8","12","86","50","18","21","0","11","0","11","10","15","139","50","0","11","17","18","46","35","38","29","32","24","6","10","0","11","0","11","0","11","1400000US33011000203","Census Tract 2.03, Hillsborough County, New Hampshire"
"657","119","531","119","0","16","44","46","31","35","83","50","248","96","125","71","0","16","0","16","0","16","126","72","0","16","17","26","0","16","17","25","44","48","48","38","0","16","0","16","0","16","1400000US33011000204","Census Tract 2.04, Hillsborough County, New Hampshire"
"360","88","232","72","0","11","0","11","6","12","138","64","55","41","19","21","0","11","0","11","14","21","128","74","0","11","0","11","6","9","8","12","97","71","0","11","17","19","0","11","0","11","1400000US33011000300","Census Tract 3, Hillsborough County, New Hampshire"
"123","35","80","35","16","24","0","11","0","11","14","16","32","27","18","16","0","11","0","11","0","11","43","33","0","11","0","11","0","11","0","11","21","24","22","25","0","11","0","11","0","11","1400000US33011000600","Census Tract 6, Hillsborough County, New Hampshire"
"921","87","531","98","0","11","9","14","20","22","49","46","340","85","113","51","0","11","0","11","0","11","390","95","0","11","17","20","0","11","13","15","259","83","101","59","0","11","0","11","0","11","1400000US33011000700","Census Tract 7, Hillsborough County, New Hampshire"
"301","74","216","66","8","11","0","11","5","8","29","27","106","39","65","51","3","7","0","11","0","11","85","41","0","11","6","8","10","11","5","7","42","23","22","28","0","11","0","11","0","11","1400000US33011000800","Census Tract 8, Hillsborough County, New Hampshire"
"906","115","673","116","24","22","19","21","72","61","54","52","404","97","89","56","11","16","0","11","0","11","233","68","0","11","11","17","0","11","29","45","163","47","30","25","0","11","0","11","0","11","1400000US33011000901","Census Tract 9.01, Hillsborough County, New Hampshire"
"1131","177","854","166","0","16","0","16","138","74","184","95","224","93","261","97","47","45","0","16","0","16","277","107","13","22","12","19","16","26","32","36","108","83","78","62","18","27","0","16","0","16","1400000US33011000902","Census Tract 9.02, Hillsborough County, New Hampshire"
"1762","162","1255","184","26","31","20","31","70","48","273","143","660","160","206","84","0","16","0","16","0","16","507","138","12","19","0","16","45","45","198","96","180","94","72","50","0","16","0","16","0","16","1400000US33011001000","Census Tract 10, Hillsborough County, New Hampshire"
"1663","181","1249","185","32","25","16","25","98","76","252","113","739","202","112","71","0","16","0","16","0","16","414","118","18","29","0","16","0","16","129","61","176","87","91","59","0","16","0","16","0","16","1400000US33011001100","Census Tract 11, Hillsborough County, New Hampshire"
"404","69","338","68","0","11","4","7","17","15","49","23","217","65","51","34","0","11","0","11","0","11","66","35","0","11","8","12","0","11","19","19","39","23","0","11","0","11","0","11","0","11","1400000US33011001200","Census Tract 12, Hillsborough County, New Hampshire"
"206","64","163","56","0","11","0","11","38","30","62","38","51","37","12","14","0","11","0","11","0","11","43","29","0","11","0","11","0","11","23","20","8","9","4","9","8","13","0","11","0","11","1400000US33011001300","Census Tract 13, Hillsborough County, New Hampshire"
"53","40","33","26","10","18","4","6","4","7","15","14","0","11","0","11","0","11","0","11","0","11","20","23","0","11","0","11","0","11","13","21","5","8","0","11","2","4","0","11","0","11","1400000US33011001400","Census Tract 14, Hillsborough County, New Hampshire"
"95","38","60","35","0","11","4","7","0","11","14","17","27","21","15","23","0","11","0","11","0","11","35","20","0","11","0","11","4","7","21","17","5","6","5","7","0","11","0","11","0","11","1400000US33011001500","Census Tract 15, Hillsborough County, New Hampshire"
"284","82","216","82","7","11","7","11","52","38","24","22","60","48","66","63","0","11","0","11","0","11","68","42","0","11","0","11","0","11","0","11","58","39","10","18","0","11","0","11","0","11","1400000US33011001600","Census Tract 16, Hillsborough County, New Hampshire"
"188","68","133","63","0","11","29","37","10","13","37","22","57","46","0","11","0","11","0","11","0","11","55","39","0","11","0","11","0","11","8","13","29","30","18","24","0","11","0","11","0","11","1400000US33011001700","Census Tract 17, Hillsborough County, New Hampshire"
"1149","208","880","211","0","16","43","57","93","74","237","124","407","122","85","75","15","24","0","16","0","16","269","129","0","16","0","16","0","16","88","86","129","100","52","43","0","16","0","16","0","16","1400000US33011001800","Census Tract 18, Hillsborough County, New Hampshire"
"283","91","245","83","0","11","56","48","114","62","40","34","20","20","9","13","6","9","0","11","0","11","38","29","0","11","10","16","0","11","14","19","7","13","7","12","0","11","0","11","0","11","1400000US33011001900","Census Tract 19, Hillsborough County, New Hampshire"
"106","40","83","39","0","11","0","11","4","7","40","31","29","26","6","9","0","11","4","6","0","11","23","15","0","11","5","8","6","9","12","12","0","11","0","11","0","11","0","11","0","11","1400000US33011002000","Census Tract 20, Hillsborough County, New Hampshire"
"471","90","333","81","0","16","0","16","42","25","132","51","159","59","0","16","0","16","0","16","0","16","138","59","11","17","0","16","15","16","21","22","91","51","0","16","0","16","0","16","0","16","1400000US33011002100","Census Tract 21, Hillsborough County, New Hampshire"
"783","108","614","109","0","11","9","14","17","19","136","48","432","99","10","15","10","12","0","11","0","11","169","77","16","25","0","11","8","14","92","59","53","50","0","11","0","11","0","11","0","11","1400000US33011002200","Census Tract 22, Hillsborough County, New Hampshire"
"905","110","670","110","38","29","0","11","36","29","199","78","375","111","22","23","0","11","0","11","0","11","235","59","0","11","0","11","42","33","51","35","115","46","27","27","0","11","0","11","0","11","1400000US33011002300","Census Tract 23, Hillsborough County, New Hampshire"
"1460","203","986","198","15","25","64","37","109","72","224","91","475","164","99","60","0","16","0","16","0","16","474","138","0","16","0","16","31","36","218","120","225","95","0","16","0","16","0","16","0","16","1400000US33011002400","Census Tract 24, Hillsborough County, New Hampshire"
"1400","199","932","183","0","11","33","38","84","57","217","104","572","142","26","30","0","11","0","11","0","11","468","131","0","11","38","71","128","85","78","58","183","103","41","64","0","11","0","11","0","11","1400000US33011002500","Census Tract 25, Hillsborough County, New Hampshire"
"1805","159","1297","171","35","39","18","28","66","67","336","135","670","157","172","80","0","16","0","16","0","16","508","110","76","79","30","34","0","16","40","43","293","86","69","56","0","16","0","16","0","16","1400000US33011002600","Census Tract 26, Hillsborough County, New Hampshire"
"1272","108","950","109","0","11","11","18","13","15","158","74","522","100","232","65","0","11","0","11","14","20","322","85","0","11","19","20","51","45","7","12","112","70","102","47","13","19","0","11","18","19","1400000US33011002701","Census Tract 27.01, Hillsborough County, New Hampshire"
"1908","141","1248","196","23","38","18","30","69","54","74","59","410","151","563","129","60","62","17","26","14","23","660","178","0","16","159","63","35","40","38","42","254","135","79","60","31","45","64","68","0","16","1400000US33011002702","Census Tract 27.02, Hillsborough County, New Hampshire"
"1673","152","1159","144","0","16","0","16","172","89","305","91","416","141","251","118","15","24","0","16","0","16","514","129","0","16","65","96","41","37","64","49","245","91","58","43","20","30","21","35","0","16","1400000US33011002800","Census Tract 28, Hillsborough County, New Hampshire"
"2196","153","1429","183","0","16","0","16","0","16","32","37","93","58","1078","188","226","109","0","16","0","16","767","163","0","16","0","16","0","16","0","16","188","59","409","137","137","63","33","39","0","16","1400000US33011002901","Census Tract 29.01, Hillsborough County, New Hampshire"
