"B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Enrolled in school:","Margin of Error!!Total:!!Enrolled in school:","Estimate!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in nursery school, preschool","Estimate!!Total:!!Enrolled in school:!!Enrolled in kindergarten","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in kindergarten","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 1","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 1","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 2","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 2","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 3","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 3","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 4","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 4","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 5","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 5","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 6","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 6","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 7","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 7","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 8","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 8","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 9","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 9","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 10","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 10","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 11","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 11","Estimate!!Total:!!Enrolled in school:!!Enrolled in grade 12","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in grade 12","Estimate!!Total:!!Enrolled in school:!!Enrolled in college, undergraduate years","Margin of Error!!Total:!!Enrolled in school:!!Enrolled in college, undergraduate years","Estimate!!Total:!!Enrolled in school:!!Graduate or professional school","Margin of Error!!Total:!!Enrolled in school:!!Graduate or professional school","Estimate!!Total:!!Not enrolled in school","Margin of Error!!Total:!!Not enrolled in school","id","Geographic Area Name"
"5262","83","1228","192","112","56","104","50","38","34","49","32","28","29","40","35","12","18","50","32","47","35","58","45","81","52","76","64","108","49","67","47","302","154","56","45","4034","167","1400000US33015004000","Census Tract 40, Rockingham County, New Hampshire"
"3813","72","666","136","47","35","15","23","15","22","13","19","6","13","40","35","112","67","46","45","0","11","38","33","89","62","21","24","15","23","30","34","137","75","42","33","3147","129","1400000US33015050000","Census Tract 500, Rockingham County, New Hampshire"
"5033","44","1280","156","213","82","42","34","104","54","19","23","46","31","91","67","63","53","72","41","69","40","49","36","30","27","79","45","88","43","62","45","162","74","91","71","3753","149","1400000US33015051000","Census Tract 510, Rockingham County, New Hampshire"
"6070","120","1357","177","78","75","39","44","43","52","144","197","52","56","82","71","70","74","129","58","0","16","102","73","19","30","87","59","133","136","164","122","215","102","0","16","4713","159","1400000US33015052000","Census Tract 520, Rockingham County, New Hampshire"
"4436","61","1042","144","35","30","8","13","10","16","124","57","31","29","22","29","52","37","85","48","104","44","30","27","59","38","124","86","88","67","96","55","148","71","26","31","3394","149","1400000US33015053000","Census Tract 530, Rockingham County, New Hampshire"
"4553","71","914","121","87","57","38","36","76","62","73","60","27","24","61","57","76","42","63","42","25","29","30","31","43","39","37","34","70","47","27","27","169","78","12","18","3639","113","1400000US33015054000","Census Tract 540, Rockingham County, New Hampshire"
"5981","289","1336","316","0","16","11","19","85","82","140","93","32","30","101","68","34","38","78","82","165","118","100","80","117","82","117","89","129","78","45","50","114","80","68","60","4645","307","1400000US33015055001","Census Tract 550.01, Rockingham County, New Hampshire"
"4079","291","948","189","28","30","38","31","3","10","53","32","23","30","44","35","41","30","64","37","28","28","66","63","68","50","37","43","45","36","10","16","252","125","148","115","3131","264","1400000US33015055002","Census Tract 550.02, Rockingham County, New Hampshire"
"4388","63","1006","124","82","50","7","12","56","44","23","25","38","32","38","33","42","31","67","53","23","26","40","30","94","51","86","54","121","61","70","46","166","73","53","44","3382","120","1400000US33015056000","Census Tract 560, Rockingham County, New Hampshire"
"4217","65","960","204","48","34","21","22","25","25","143","42","35","30","39","34","38","30","32","28","67","45","26","22","28","33","16","19","40","30","44","36","302","194","56","52","3257","172","1400000US33015057000","Census Tract 570, Rockingham County, New Hampshire"
"4893","83","1150","174","89","44","36","34","63","44","31","28","34","25","152","68","32","26","58","33","41","31","29","26","100","55","27","23","88","64","158","64","195","70","17","18","3743","148","1400000US33015058000","Census Tract 580, Rockingham County, New Hampshire"
"6672","110","1244","217","103","57","127","97","71","54","193","104","95","93","23","35","0","16","70","56","25","31","58","65","32","37","50","46","0","16","157","117","168","109","72","55","5428","216","1400000US33015059000","Census Tract 590, Rockingham County, New Hampshire"
"4432","92","1017","108","65","38","73","41","76","47","26","24","44","36","91","44","73","43","46","33","105","50","38","33","22","33","62","41","111","66","91","63","74","44","20","22","3415","116","1400000US33015060000","Census Tract 600, Rockingham County, New Hampshire"
"6658","289","1671","198","127","64","73","56","78","48","36","39","152","75","44","42","74","51","64","46","168","78","97","76","106","60","72","59","111","61","124","70","209","94","136","84","4987","278","1400000US33015061001","Census Tract 610.01, Rockingham County, New Hampshire"
"2420","193","620","85","31","21","20","18","16","24","33","22","25","18","21","14","50","25","26","19","62","26","9","11","54","32","18","21","89","59","43","27","94","44","29","31","1800","138","1400000US33015062000","Census Tract 620, Rockingham County, New Hampshire"
"2968","147","669","73","67","21","12","8","30","16","19","11","17","11","15","10","43","26","49","30","42","15","36","19","45","19","47","19","35","24","58","23","122","47","32","16","2299","123","1400000US33015062500","Census Tract 625, Rockingham County, New Hampshire"
"3776","267","644","112","33","32","38","62","18","26","88","62","0","11","74","69","16","27","0","11","35","36","101","76","43","41","11","17","0","11","23","26","154","80","10","16","3132","282","1400000US33015063001","Census Tract 630.01, Rockingham County, New Hampshire"
"4888","279","774","213","0","11","21","31","35","45","116","73","103","80","69","46","48","44","0","11","82","52","17","23","12","18","24","29","70","71","85","72","92","60","0","11","4114","240","1400000US33015063002","Census Tract 630.02, Rockingham County, New Hampshire"
"2366","161","504","90","49","30","24","17","24","18","31","30","38","23","43","26","29","18","41","21","32","20","34","19","5","9","40","31","10","11","41","34","57","36","6","8","1862","150","1400000US33015064000","Census Tract 640, Rockingham County, New Hampshire"
"7687","289","1483","195","88","62","149","62","51","45","81","57","115","86","57","51","117","69","95","53","63","51","72","52","48","46","84","54","16","27","89","65","277","127","81","47","6204","246","1400000US33015065001","Census Tract 650.01, Rockingham County, New Hampshire"
"2585","227","449","121","0","11","24","26","8","13","10","12","40","48","22","20","20","16","47","49","16","15","56","42","50","39","63","38","31","26","27","30","27","31","8","12","2136","182","1400000US33015065005","Census Tract 650.05, Rockingham County, New Hampshire"
"1508","121","241","56","4","6","0","11","7","12","0","11","7","12","14","16","28","28","11","13","24","22","6","10","34","28","0","11","19","30","40","32","29","37","18","18","1267","110","1400000US33015065006","Census Tract 650.06, Rockingham County, New Hampshire"
"1522","129","212","55","4","6","14","20","8","9","8","10","9","9","7","9","18","24","20","15","16","13","4","8","19","13","0","11","11","13","17","17","38","35","19","19","1310","118","1400000US33015065007","Census Tract 650.07, Rockingham County, New Hampshire"
"1917","261","358","139","0","11","27","31","0","11","19","24","39","34","39","55","0","11","13","19","8","14","5","7","37","29","44","55","23","31","46","58","44","35","14","21","1559","204","1400000US33015065008","Census Tract 650.08, Rockingham County, New Hampshire"
"4387","51","891","203","21","22","27","25","24","25","38","40","54","49","39","34","52","59","75","68","109","51","26","39","68","38","29","27","30","29","102","56","128","77","69","49","3496","204","1400000US33015066000","Census Tract 660, Rockingham County, New Hampshire"
"7282","107","1829","195","194","90","102","56","22","35","127","88","67","53","100","68","216","85","122","80","87","54","132","81","114","90","109","81","120","92","126","90","172","101","19","31","5453","157","1400000US33015067000","Census Tract 670, Rockingham County, New Hampshire"
"7070","306","1691","268","162","90","80","50","96","53","23","14","70","51","121","66","50","38","150","81","154","73","55","40","125","66","95","70","48","33","91","51","300","206","71","61","5379","260","1400000US33015067501","Census Tract 675.01, Rockingham County, New Hampshire"
"3415","268","671","215","10","17","0","11","0","11","0","11","47","51","12","18","13","21","0","11","43","38","22","26","12","18","57","47","11","18","44","47","222","94","178","97","2744","233","1400000US33015067502","Census Tract 675.02, Rockingham County, New Hampshire"
"4310","236","642","145","51","42","11","17","57","39","11","16","19","23","7","14","30","28","16","24","57","46","70","34","0","11","33","30","45","37","58","41","118","101","59","64","3668","253","1400000US33015069100","Census Tract 691, Rockingham County, New Hampshire"
"2729","224","368","101","0","11","15","19","14","19","14","19","8","12","14","19","27","24","0","11","15","22","39","26","24","31","21","22","8","11","0","11","91","63","78","47","2361","226","1400000US33015069200","Census Tract 692, Rockingham County, New Hampshire"
"2046","190","387","118","94","95","21","19","0","11","12","13","17","20","0","11","6","11","29","27","0","11","28","26","29","32","14","18","0","11","0","11","32","30","105","59","1659","132","1400000US33015069300","Census Tract 693, Rockingham County, New Hampshire"
"3184","221","595","117","36","35","0","11","35","27","14","24","24","23","30","24","10","15","38","22","42","32","38","29","40","42","50","35","47","42","36","27","95","55","60","32","2589","205","1400000US33015069700","Census Tract 697, Rockingham County, New Hampshire"
"5381","75","948","164","117","73","89","67","60","53","15","25","61","50","33","27","30","36","62","57","40","39","43","47","19","31","62","48","47","43","38","43","154","76","78","59","4433","163","1400000US33015071000","Census Tract 710, Rockingham County, New Hampshire"
"6040","436","1150","234","80","63","141","104","19","34","69","61","30","39","22","33","38","51","49","58","128","67","0","16","82","63","35","41","140","70","69","74","193","103","55","53","4890","372","1400000US33015100100","Census Tract 1001, Rockingham County, New Hampshire"
"5647","264","1284","223","78","83","34","53","78","71","196","128","56","50","0","16","47","51","135","65","16","29","26","40","23","29","124","90","16","24","90","83","320","118","45","50","4363","290","1400000US33015100200","Census Tract 1002, Rockingham County, New Hampshire"
"4292","262","973","159","62","53","10","16","21","24","40","36","21","25","9","15","52","38","42","30","51","36","19","23","47","36","105","61","28","28","50","45","351","165","65","48","3319","222","1400000US33015100301","Census Tract 1003.01, Rockingham County, New Hampshire"
"4675","299","852","175","56","41","40","52","103","42","56","53","40","37","0","11","53","41","69","41","7","12","75","56","58","40","51","43","13","20","22","24","114","59","95","73","3823","262","1400000US33015100302","Census Tract 1003.02, Rockingham County, New Hampshire"
"7746","492","1467","312","151","84","24","27","88","54","62","45","53","43","80","53","37","41","37","36","77","58","60","46","93","59","84","49","132","78","113","89","321","184","55","50","6279","447","1400000US33015100400","Census Tract 1004, Rockingham County, New Hampshire"
"7503","107","1615","266","30","37","69","58","100","84","55","51","131","86","21","28","66","56","119","85","141","112","26","30","42","48","168","101","36","39","177","102","240","120","194","116","5888","237","1400000US33015101100","Census Tract 1011, Rockingham County, New Hampshire"
"4783","70","1026","174","22","24","37","30","18","20","83","46","34","27","50","42","46","31","77","39","57","30","119","69","49","35","40","30","53","34","67","51","213","130","61","44","3757","165","1400000US33015102100","Census Tract 1021, Rockingham County, New Hampshire"
"6823","94","1592","238","85","60","49","58","96","86","60","54","140","107","85","68","83","68","34","53","74","59","101","77","86","65","23","35","246","97","83","60","310","132","37","40","5231","218","1400000US33015103100","Census Tract 1031, Rockingham County, New Hampshire"
"4443","167","939","247","53","49","0","11","48","52","31","30","59","51","34","38","89","64","34","41","59","39","87","55","83","95","60","48","71","57","19","28","167","96","45","39","3504","188","1400000US33015104101","Census Tract 1041.01, Rockingham County, New Hampshire"
"3889","183","998","144","29","22","32","31","36","30","15","23","35","31","70","46","79","65","63","49","111","63","48","40","90","50","139","77","15","17","36","36","110","61","90","47","2891","164","1400000US33015104102","Census Tract 1041.02, Rockingham County, New Hampshire"
"6246","37","1237","301","19","27","57","64","81","80","129","84","103","93","26","40","34","36","36","39","85","64","63","58","31","47","0","16","155","111","48","51","257","158","113","89","5009","302","1400000US33015105100","Census Tract 1051, Rockingham County, New Hampshire"
"7342","344","1995","213","89","55","142","74","99","94","130","71","176","79","67","48","143","76","215","114","98","60","181","96","70","45","206","104","67","62","38","43","151","64","123","90","5347","316","1400000US33015106101","Census Tract 1061.01, Rockingham County, New Hampshire"
"6774","343","1951","258","167","102","14","22","151","75","102","67","197","82","85","47","130","65","120","73","99","56","123","70","116","74","85","59","61","53","98","54","266","137","137","79","4823","284","1400000US33015106102","Census Tract 1061.02, Rockingham County, New Hampshire"
"3910","248","718","159","55","42","32","32","10","15","11","19","25","40","20","25","33","41","65","52","43","34","41","36","48","43","46","37","57","51","34","27","130","63","68","77","3192","249","1400000US33015106200","Census Tract 1062, Rockingham County, New Hampshire"
"4184","256","815","137","60","45","14","22","88","71","74","46","14","23","40","37","42","35","53","39","66","58","71","46","22","24","21","23","22","27","24","28","96","60","108","76","3369","229","1400000US33015106400","Census Tract 1064, Rockingham County, New Hampshire"
"2518","194","557","138","7","14","35","29","7","11","30","28","45","69","95","70","8","12","18","25","26","25","57","49","17","25","34","26","60","43","44","38","51","33","23","19","1961","187","1400000US33015107100","Census Tract 1071, Rockingham County, New Hampshire"
"6272","263","1331","209","134","77","90","67","94","71","29","34","77","57","78","65","32","38","31","36","65","66","34","34","41","38","34","35","22","27","80","68","353","143","137","90","4941","276","1400000US33015107200","Census Tract 1072, Rockingham County, New Hampshire"
"1059","83","201","44","22","17","4","7","12","11","11","12","12","10","6","10","4","6","9","9","12","12","13","20","13","10","0","11","15","12","6","9","42","21","20","17","858","77","1400000US33015107400","Census Tract 1074, Rockingham County, New Hampshire"
"4637","93","1066","138","129","56","58","35","54","34","72","40","94","40","54","36","80","42","47","26","31","24","98","53","64","44","42","41","47","27","30","26","119","61","47","34","3571","146","1400000US33015107500","Census Tract 1075, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015980011","Census Tract 9800.11, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015990000","Census Tract 9900, Rockingham County, New Hampshire"
"2718","297","860","258","37","31","36","34","13","18","36","30","28","30","22","24","44","29","30","29","29","32","46","35","17","20","31","26","39","33","39","27","375","249","38","31","1858","192","1400000US33017080100","Census Tract 801, Strafford County, New Hampshire"
"2604","284","1257","295","33","24","34","35","9","13","10","23","12","15","81","54","5","13","13","21","41","44","39","32","32","32","19","29","10","16","38","37","825","315","56","53","1347","181","1400000US33017080202","Census Tract 802.02, Strafford County, New Hampshire"
"5934","321","5324","316","17","12","12","11","7","10","8","10","29","19","0","16","4","6","9","12","0","16","10","12","6","8","0","16","0","16","0","16","4975","311","247","84","610","80","1400000US33017080203","Census Tract 802.03, Strafford County, New Hampshire"
"5081","399","4543","381","0","16","4","7","0","16","0","16","35","47","23","10","7","8","9","10","34","47","13","12","0","16","0","16","8","9","56","40","4315","383","39","31","538","112","1400000US33017080204","Census Tract 802.04, Strafford County, New Hampshire"
"6237","134","1519","202","94","66","117","71","41","37","47","41","61","50","142","91","95","68","84","35","65","49","140","68","68","34","76","58","40","21","84","70","216","124","149","85","4718","212","1400000US33017080500","Census Tract 805, Strafford County, New Hampshire"
"6657","405","1466","209","99","68","98","76","180","136","117","88","60","53","111","93","98","74","35","51","0","16","154","95","75","56","51","48","41","45","82","72","195","98","70","51","5191","392","1400000US33017081100","Census Tract 811, Strafford County, New Hampshire"
"4792","355","986","226","177","123","47","45","62","50","50","48","14","18","28","27","0","16","73","43","55","38","48","37","25","24","72","71","31","24","7","10","235","159","62","58","3806","310","1400000US33017081200","Census Tract 812, Strafford County, New Hampshire"
"4719","413","1024","261","97","66","66","62","85","62","15","26","66","62","36","40","0","11","47","50","94","104","27","33","0","11","13","19","0","11","10","27","264","132","204","119","3695","364","1400000US33017081300","Census Tract 813, Strafford County, New Hampshire"
"1936","153","419","115","8","12","5","9","15","16","14","16","9","11","36","36","5","10","11","12","16","16","10","12","35","27","25","20","23","16","22","19","69","39","116","83","1517","144","1400000US33017081400","Census Tract 814, Strafford County, New Hampshire"
"5379","400","876","216","32","44","52","49","34","43","7","17","0","16","72","56","1","3","24","38","26","41","45","51","11","20","1","4","69","68","29","33","267","155","206","108","4503","334","1400000US33017081500","Census Tract 815, Strafford County, New Hampshire"
"6723","404","1586","268","37","58","206","115","55","55","116","128","42","63","68","62","107","92","111","103","76","70","58","52","170","122","103","60","115","104","22","22","248","129","52","55","5137","378","1400000US33017081600","Census Tract 816, Strafford County, New Hampshire"
"2489","38","531","68","21","19","10","11","42","29","14","14","44","30","13","13","13","15","64","25","37","28","32","36","12","13","36","22","5","7","28","18","114","39","46","28","1958","63","1400000US33017082000","Census Tract 820, Strafford County, New Hampshire"
"6810","424","1301","236","177","135","26","41","76","60","67","68","19","32","109","77","60","69","54","58","171","107","46","42","60","56","118","64","97","64","105","63","116","66","0","16","5509","380","1400000US33017083001","Census Tract 830.01, Strafford County, New Hampshire"
"4729","427","952","213","74","66","49","51","49","58","0","11","43","47","80","71","93","60","29","43","54","46","37","46","43","45","42","32","38","38","68","58","97","67","156","87","3777","392","1400000US33017083002","Census Tract 830.02, Strafford County, New Hampshire"
"4777","347","1001","259","48","53","78","84","111","89","23","36","19","21","42","52","23","36","18","20","21","37","70","62","35","50","78","57","57","50","103","73","275","135","0","11","3776","266","1400000US33017084100","Census Tract 841, Strafford County, New Hampshire"
"7471","466","1715","289","84","69","96","64","33","39","103","92","159","94","39","44","15","25","43","46","57","65","289","102","104","66","144","71","46","41","61","51","402","178","40","47","5756","336","1400000US33017084200","Census Tract 842, Strafford County, New Hampshire"
"6710","515","1381","327","22","34","78","79","66","54","24","27","93","83","39","49","98","76","100","85","94","82","120","96","88","71","39","50","55","63","98","101","301","156","66","56","5329","494","1400000US33017084300","Census Tract 843, Strafford County, New Hampshire"
"4087","270","999","178","92","55","65","44","71","54","66","48","60","57","34","36","23","34","111","80","45","49","60","50","69","47","29","44","86","40","11","19","147","80","30","34","3088","219","1400000US33017084400","Census Tract 844, Strafford County, New Hampshire"
"4310","321","1224","194","94","68","55","49","57","43","30","29","148","56","33","32","86","55","73","59","54","70","64","56","131","79","47","41","76","47","79","59","175","80","22","23","3086","272","1400000US33017084500","Census Tract 845, Strafford County, New Hampshire"
"3022","321","586","147","25","34","0","11","29","39","30","40","22","34","33","37","43","38","0","11","113","110","30","37","35","37","42","43","34","30","45","46","92","59","13","20","2436","268","1400000US33017084600","Census Tract 846, Strafford County, New Hampshire"
"8827","158","2043","284","134","95","177","103","63","67","111","70","171","150","79","69","291","182","105","102","167","104","187","122","39","49","67","64","116","90","81","74","255","138","0","16","6784","262","1400000US33017085000","Census Tract 850, Strafford County, New Hampshire"
"3947","84","825","167","39","35","36","32","7","12","75","56","23","27","59","39","38","44","102","62","12","19","81","53","24","28","76","59","67","50","31","28","138","66","17","19","3122","165","1400000US33017086000","Census Tract 860, Strafford County, New Hampshire"
"6672","160","1288","243","24","42","89","74","110","107","37","47","17","27","54","64","20","31","79","64","94","59","158","94","24","37","143","70","129","102","102","76","186","113","22","38","5384","241","1400000US33017087000","Census Tract 870, Strafford County, New Hampshire"
"4528","60","703","152","31","47","54","48","63","50","49","49","41","33","9","18","18","20","31","28","29","30","55","42","46","49","81","50","42","35","39","32","86","63","29","27","3825","156","1400000US33017088000","Census Tract 880, Strafford County, New Hampshire"
"4354","168","1040","149","14","15","84","31","27","24","73","36","56","29","45","27","40","22","88","35","57","25","56","31","37","25","110","42","70","33","59","35","177","48","47","25","3314","157","1400000US33017088500","Census Tract 885, Strafford County, New Hampshire"
"4278","277","1088","224","23","15","38","22","29","21","33","19","38","22","72","46","62","39","62","35","85","41","80","38","40","43","47","38","32","30","136","95","271","63","40","27","3190","181","1400000US33019975100","Census Tract 9751, Sullivan County, New Hampshire"
"4866","300","991","158","43","38","73","70","23","22","63","42","5","6","44","35","11","10","119","53","89","60","54","32","48","42","110","76","69","44","60","41","128","72","52","63","3875","257","1400000US33019975200","Census Tract 9752, Sullivan County, New Hampshire"
"3342","66","724","122","39","36","71","58","0","11","71","59","26","22","31","24","36","47","54","56","30","31","45","45","30","29","56","56","53","38","46","32","100","48","36","30","2618","129","1400000US33019975300","Census Tract 9753, Sullivan County, New Hampshire"
"6306","55","1213","290","88","62","67","46","43","49","126","104","14","22","70","75","98","76","46","71","92","58","83","65","11","18","162","130","104","66","68","59","82","63","59","63","5093","294","1400000US33019975400","Census Tract 9754, Sullivan County, New Hampshire"
"2784","225","514","113","55","26","32","21","9","7","18","13","22","16","46","21","36","24","27","21","27","17","11","12","42","24","58","54","17","11","45","33","35","20","34","20","2270","203","1400000US33019975500","Census Tract 9755, Sullivan County, New Hampshire"
"3184","196","464","91","40","21","6","9","12","7","39","24","27","17","30","16","31","21","28","17","30","19","31","19","36","22","11","9","7","8","33","18","88","40","15","12","2720","187","1400000US33019975600","Census Tract 9756, Sullivan County, New Hampshire"
"4916","91","742","212","33","51","80","85","34","51","46","46","20","32","78","77","47","51","139","77","46","56","33","36","59","51","35","41","53","50","14","25","25","24","0","16","4174","221","1400000US33019975700","Census Tract 9757, Sullivan County, New Hampshire"
"4902","331","1001","173","94","68","56","47","9","15","29","30","80","75","119","72","57","47","113","76","56","50","20","23","98","86","86","56","29","43","42","45","104","78","9","20","3901","291","1400000US33019975800","Census Tract 9758, Sullivan County, New Hampshire"
"4350","380","687","197","13","23","57","59","8","16","68","75","56","56","29","36","0","11","71","62","33","38","31","38","8","15","35","40","119","79","28","35","98","109","33","53","3663","317","1400000US33019975901","Census Tract 9759.01, Sullivan County, New Hampshire"
"3253","341","666","166","105","90","0","11","75","51","93","81","13","19","6","10","44","34","68","45","9","15","46","36","45","44","41","42","41","42","0","11","34","31","46","68","2587","309","1400000US33019975902","Census Tract 9759.02, Sullivan County, New Hampshire"
"1310859","1000","306551","1860","18218","870","13454","732","13452","683","14007","702","14012","798","14148","750","16072","778","15741","742","14860","857","15965","656","14494","700","16804","794","16250","675","17441","795","73456","1573","18177","888","1004308","1879","0400000US33","New Hampshire"
